,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,19
2015-02-01 00:00:00,56
2015-07-01 00:00:00,28
2015-09-01 00:00:00,100
2015-10-01 00:00:00,35
2015-11-01 00:00:00,80
2015-12-01 00:00:00,55
2016-01-01 00:00:00,18
2016-05-01 00:00:00,22
2016-08-01 00:00:00,36
2016-09-01 00:00:00,51
2016-10-01 00:00:00,31
2016-11-01 00:00:00,41
2017-01-01 00:00:00,24
2017-06-01 00:00:00,29
2017-11-01 00:00:00,29
2017-12-01 00:00:00,30
2018-01-01 00:00:00,48
2018-02-01 00:00:00,60
2018-07-01 00:00:00,18
2018-08-01 00:00:00,21
2018-09-01 00:00:00,19
2018-11-01 00:00:00,18
2018-12-01 00:00:00,25
2019-03-01 00:00:00,31
2019-04-01 00:00:00,46
2019-05-01 00:00:00,24
2019-06-01 00:00:00,32
2019-11-01 00:00:00,36
2020-01-01 00:00:00,13
2020-05-01 00:00:00,17
2020-06-01 00:00:00,37
2020-12-01 00:00:00,39
2021-01-01 00:00:00,35
2021-03-01 00:00:00,29
2021-05-01 00:00:00,16
2021-06-01 00:00:00,27
2021-08-01 00:00:00,39
2021-11-01 00:00:00,61
2021-12-01 00:00:00,25
2022-02-01 00:00:00,28
2022-03-01 00:00:00,35
2022-05-01 00:00:00,19
2022-07-01 00:00:00,27
2022-10-01 00:00:00,22
