,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,43
2015-05-01 00:00:00,45
2015-08-01 00:00:00,88
2015-11-01 00:00:00,42
2015-12-01 00:00:00,27
2016-09-01 00:00:00,47
2016-11-01 00:00:00,62
2017-01-01 00:00:00,64
2017-04-01 00:00:00,25
2017-06-01 00:00:00,33
2017-07-01 00:00:00,48
2017-08-01 00:00:00,100
2017-11-01 00:00:00,45
2017-12-01 00:00:00,51
2018-01-01 00:00:00,18
2018-02-01 00:00:00,35
2018-05-01 00:00:00,24
2018-06-01 00:00:00,44
2018-08-01 00:00:00,67
2018-09-01 00:00:00,83
2018-11-01 00:00:00,19
2019-04-01 00:00:00,20
2019-05-01 00:00:00,39
2019-08-01 00:00:00,39
2019-09-01 00:00:00,35
2019-11-01 00:00:00,25
2020-02-01 00:00:00,21
2020-03-01 00:00:00,28
2020-04-01 00:00:00,37
2020-05-01 00:00:00,21
2020-09-01 00:00:00,41
2020-10-01 00:00:00,23
2020-11-01 00:00:00,43
2021-03-01 00:00:00,90
2021-04-01 00:00:00,76
2021-05-01 00:00:00,28
2021-08-01 00:00:00,60
2021-10-01 00:00:00,67
2022-02-01 00:00:00,50
2022-04-01 00:00:00,14
2022-05-01 00:00:00,15
2022-06-01 00:00:00,45
2022-07-01 00:00:00,34
2022-08-01 00:00:00,41
2022-09-01 00:00:00,15
2022-10-01 00:00:00,26
