,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,100
2015-02-01 00:00:00,30
2015-04-01 00:00:00,62
2016-02-01 00:00:00,50
2016-05-01 00:00:00,37
2016-08-01 00:00:00,28
2016-10-01 00:00:00,41
2017-01-01 00:00:00,39
2017-03-01 00:00:00,24
2017-04-01 00:00:00,22
2017-05-01 00:00:00,33
2017-08-01 00:00:00,21
2017-09-01 00:00:00,41
2017-10-01 00:00:00,29
2017-11-01 00:00:00,28
2018-05-01 00:00:00,29
2018-06-01 00:00:00,43
2018-11-01 00:00:00,58
2019-01-01 00:00:00,33
2019-03-01 00:00:00,34
2019-05-01 00:00:00,21
2019-06-01 00:00:00,28
2019-07-01 00:00:00,25
2019-08-01 00:00:00,27
2020-01-01 00:00:00,17
2020-03-01 00:00:00,19
2020-07-01 00:00:00,15
2020-08-01 00:00:00,11
2020-09-01 00:00:00,15
2020-12-01 00:00:00,16
2021-04-01 00:00:00,14
2021-05-01 00:00:00,27
2021-06-01 00:00:00,41
2021-07-01 00:00:00,17
2022-01-01 00:00:00,56
2022-02-01 00:00:00,13
2022-04-01 00:00:00,41
2022-05-01 00:00:00,13
2022-07-01 00:00:00,24
2022-08-01 00:00:00,19
2022-10-01 00:00:00,11
2022-12-01 00:00:00,50
