,MVT_GT_Tulsa OK
2015-03-01 00:00:00,20
2015-04-01 00:00:00,20
2015-05-01 00:00:00,98
2015-09-01 00:00:00,27
2016-02-01 00:00:00,31
2016-05-01 00:00:00,18
2016-06-01 00:00:00,25
2016-07-01 00:00:00,15
2016-08-01 00:00:00,23
2016-09-01 00:00:00,15
2016-11-01 00:00:00,23
2016-12-01 00:00:00,16
2017-04-01 00:00:00,33
2017-06-01 00:00:00,9
2017-08-01 00:00:00,9
2017-10-01 00:00:00,15
2018-01-01 00:00:00,14
2018-02-01 00:00:00,45
2018-04-01 00:00:00,22
2018-05-01 00:00:00,30
2018-06-01 00:00:00,21
2018-07-01 00:00:00,20
2018-08-01 00:00:00,17
2018-10-01 00:00:00,69
2018-11-01 00:00:00,27
2018-12-01 00:00:00,24
2019-02-01 00:00:00,45
2019-05-01 00:00:00,26
2019-06-01 00:00:00,19
2019-08-01 00:00:00,32
2019-09-01 00:00:00,16
2019-10-01 00:00:00,25
2019-12-01 00:00:00,100
2020-02-01 00:00:00,28
2020-03-01 00:00:00,14
2020-06-01 00:00:00,11
2020-07-01 00:00:00,25
2020-08-01 00:00:00,46
2020-10-01 00:00:00,16
2020-11-01 00:00:00,60
2020-12-01 00:00:00,16
2021-01-01 00:00:00,28
2021-02-01 00:00:00,33
2021-03-01 00:00:00,16
2021-04-01 00:00:00,15
2021-05-01 00:00:00,15
2021-06-01 00:00:00,20
2021-07-01 00:00:00,60
2021-08-01 00:00:00,39
2021-09-01 00:00:00,42
2021-10-01 00:00:00,18
2021-12-01 00:00:00,37
2022-01-01 00:00:00,21
2022-02-01 00:00:00,58
2022-03-01 00:00:00,11
2022-04-01 00:00:00,18
2022-05-01 00:00:00,33
2022-06-01 00:00:00,24
2022-07-01 00:00:00,26
2022-08-01 00:00:00,26
2022-09-01 00:00:00,32
2022-12-01 00:00:00,11
