,MVT_GT_Fresno-Visalia CA
2015-01-01 00:00:00,51
2015-02-01 00:00:00,33
2015-03-01 00:00:00,19
2015-04-01 00:00:00,77
2015-05-01 00:00:00,24
2015-08-01 00:00:00,51
2015-10-01 00:00:00,38
2015-12-01 00:00:00,57
2016-01-01 00:00:00,23
2016-03-01 00:00:00,21
2016-04-01 00:00:00,100
2016-05-01 00:00:00,37
2016-07-01 00:00:00,38
2016-08-01 00:00:00,91
2016-09-01 00:00:00,39
2016-10-01 00:00:00,48
2016-11-01 00:00:00,32
2017-02-01 00:00:00,20
2017-04-01 00:00:00,17
2017-05-01 00:00:00,19
2017-07-01 00:00:00,60
2017-08-01 00:00:00,94
2017-09-01 00:00:00,38
2017-10-01 00:00:00,20
2017-11-01 00:00:00,33
2018-01-01 00:00:00,43
2018-02-01 00:00:00,83
2018-03-01 00:00:00,13
2018-04-01 00:00:00,21
2018-05-01 00:00:00,35
2018-06-01 00:00:00,55
2018-07-01 00:00:00,41
2018-08-01 00:00:00,23
2018-10-01 00:00:00,32
2018-11-01 00:00:00,50
2018-12-01 00:00:00,67
2019-01-01 00:00:00,38
2019-02-01 00:00:00,57
2019-03-01 00:00:00,19
2019-04-01 00:00:00,35
2019-05-01 00:00:00,64
2019-07-01 00:00:00,60
2019-08-01 00:00:00,34
2019-09-01 00:00:00,24
2019-10-01 00:00:00,20
2019-11-01 00:00:00,32
2019-12-01 00:00:00,51
2020-01-01 00:00:00,22
2020-02-01 00:00:00,49
2020-03-01 00:00:00,28
2020-04-01 00:00:00,23
2020-05-01 00:00:00,15
2020-06-01 00:00:00,47
2020-07-01 00:00:00,27
2020-08-01 00:00:00,28
2020-09-01 00:00:00,83
2020-10-01 00:00:00,14
2020-11-01 00:00:00,26
2020-12-01 00:00:00,34
2021-01-01 00:00:00,18
2021-02-01 00:00:00,52
2021-04-01 00:00:00,41
2021-05-01 00:00:00,37
2021-06-01 00:00:00,28
2021-07-01 00:00:00,53
2021-08-01 00:00:00,23
2021-09-01 00:00:00,37
2021-12-01 00:00:00,45
2022-01-01 00:00:00,81
2022-02-01 00:00:00,20
2022-03-01 00:00:00,30
2022-04-01 00:00:00,31
2022-05-01 00:00:00,37
2022-06-01 00:00:00,22
2022-07-01 00:00:00,15
2022-08-01 00:00:00,48
2022-10-01 00:00:00,20
2022-11-01 00:00:00,40
2022-12-01 00:00:00,26
