,MVT_GT_Wichita-Hutchinson KS
2015-03-01 00:00:00,51
2015-06-01 00:00:00,82
2015-10-01 00:00:00,25
2015-12-01 00:00:00,28
2016-02-01 00:00:00,33
2016-03-01 00:00:00,21
2016-06-01 00:00:00,57
2016-09-01 00:00:00,27
2016-11-01 00:00:00,21
2017-01-01 00:00:00,18
2017-04-01 00:00:00,27
2017-06-01 00:00:00,16
2017-08-01 00:00:00,43
2017-11-01 00:00:00,23
2017-12-01 00:00:00,100
2018-02-01 00:00:00,56
2018-03-01 00:00:00,24
2018-04-01 00:00:00,18
2018-05-01 00:00:00,14
2018-07-01 00:00:00,18
2018-09-01 00:00:00,27
2018-10-01 00:00:00,14
2018-12-01 00:00:00,24
2019-04-01 00:00:00,13
2019-05-01 00:00:00,81
2019-06-01 00:00:00,22
2019-10-01 00:00:00,45
2020-01-01 00:00:00,11
2020-02-01 00:00:00,24
2020-03-01 00:00:00,20
2020-09-01 00:00:00,16
2020-12-01 00:00:00,23
2021-01-01 00:00:00,24
2021-02-01 00:00:00,20
2021-03-01 00:00:00,48
2021-04-01 00:00:00,14
2021-05-01 00:00:00,19
2021-06-01 00:00:00,47
2021-10-01 00:00:00,20
2021-11-01 00:00:00,23
2022-02-01 00:00:00,20
2022-03-01 00:00:00,28
2022-06-01 00:00:00,34
2022-07-01 00:00:00,26
2022-08-01 00:00:00,33
2022-10-01 00:00:00,32
2022-12-01 00:00:00,12
