,MVT_GT_Omaha NE
2015-01-01 00:00:00,27
2015-02-01 00:00:00,26
2015-03-01 00:00:00,21
2015-04-01 00:00:00,39
2015-09-01 00:00:00,29
2015-10-01 00:00:00,49
2015-11-01 00:00:00,26
2016-01-01 00:00:00,39
2016-03-01 00:00:00,23
2016-04-01 00:00:00,47
2016-06-01 00:00:00,20
2016-07-01 00:00:00,52
2016-08-01 00:00:00,35
2016-09-01 00:00:00,24
2016-10-01 00:00:00,20
2016-11-01 00:00:00,52
2017-04-01 00:00:00,50
2017-08-01 00:00:00,38
2017-09-01 00:00:00,25
2017-10-01 00:00:00,21
2017-11-01 00:00:00,47
2017-12-01 00:00:00,19
2018-01-01 00:00:00,41
2018-02-01 00:00:00,15
2018-03-01 00:00:00,37
2018-04-01 00:00:00,18
2018-05-01 00:00:00,29
2018-07-01 00:00:00,20
2018-11-01 00:00:00,18
2018-12-01 00:00:00,42
2019-01-01 00:00:00,21
2019-03-01 00:00:00,23
2019-04-01 00:00:00,34
2019-05-01 00:00:00,52
2019-07-01 00:00:00,100
2019-08-01 00:00:00,31
2019-09-01 00:00:00,19
2019-10-01 00:00:00,14
2019-11-01 00:00:00,40
2019-12-01 00:00:00,39
2020-02-01 00:00:00,29
2020-05-01 00:00:00,22
2020-06-01 00:00:00,40
2020-07-01 00:00:00,17
2020-09-01 00:00:00,36
2020-10-01 00:00:00,30
2020-12-01 00:00:00,43
2021-01-01 00:00:00,22
2021-02-01 00:00:00,83
2021-03-01 00:00:00,16
2021-06-01 00:00:00,41
2021-08-01 00:00:00,73
2021-10-01 00:00:00,51
2021-12-01 00:00:00,42
2022-01-01 00:00:00,36
2022-02-01 00:00:00,41
2022-03-01 00:00:00,35
2022-05-01 00:00:00,59
2022-06-01 00:00:00,27
2022-07-01 00:00:00,25
2022-08-01 00:00:00,26
2022-09-01 00:00:00,50
2022-12-01 00:00:00,38
