,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,52
2015-05-01 00:00:00,45
2016-02-01 00:00:00,29
2016-05-01 00:00:00,40
2016-06-01 00:00:00,32
2016-08-01 00:00:00,27
2016-10-01 00:00:00,100
2017-02-01 00:00:00,18
2017-03-01 00:00:00,24
2017-07-01 00:00:00,31
2017-10-01 00:00:00,28
2017-11-01 00:00:00,33
2017-12-01 00:00:00,14
2018-01-01 00:00:00,37
2018-02-01 00:00:00,46
2018-03-01 00:00:00,83
2018-05-01 00:00:00,26
2018-06-01 00:00:00,34
2018-07-01 00:00:00,17
2018-08-01 00:00:00,24
2018-09-01 00:00:00,40
2018-11-01 00:00:00,14
2019-01-01 00:00:00,30
2019-02-01 00:00:00,39
2019-03-01 00:00:00,19
2019-04-01 00:00:00,29
2019-05-01 00:00:00,24
2019-06-01 00:00:00,56
2019-07-01 00:00:00,34
2019-10-01 00:00:00,25
2019-11-01 00:00:00,18
2019-12-01 00:00:00,17
2020-01-01 00:00:00,35
2020-04-01 00:00:00,45
2020-06-01 00:00:00,55
2020-07-01 00:00:00,23
2020-08-01 00:00:00,62
2020-09-01 00:00:00,32
2020-10-01 00:00:00,28
2020-12-01 00:00:00,30
2021-01-01 00:00:00,36
2021-02-01 00:00:00,22
2021-04-01 00:00:00,16
2021-05-01 00:00:00,51
2021-07-01 00:00:00,20
2021-08-01 00:00:00,16
2021-09-01 00:00:00,41
2021-10-01 00:00:00,27
2021-11-01 00:00:00,24
2022-03-01 00:00:00,65
2022-05-01 00:00:00,27
2022-07-01 00:00:00,29
2022-08-01 00:00:00,18
2022-09-01 00:00:00,24
2022-12-01 00:00:00,24
