,MVT_GT_Tucson AZ
2015-04-01 00:00:00,47
2015-09-01 00:00:00,26
2015-10-01 00:00:00,64
2015-11-01 00:00:00,35
2015-12-01 00:00:00,30
2016-01-01 00:00:00,27
2016-04-01 00:00:00,21
2016-05-01 00:00:00,54
2016-07-01 00:00:00,58
2016-08-01 00:00:00,68
2016-09-01 00:00:00,33
2017-01-01 00:00:00,58
2017-02-01 00:00:00,26
2017-03-01 00:00:00,30
2017-05-01 00:00:00,21
2017-07-01 00:00:00,39
2017-08-01 00:00:00,27
2017-11-01 00:00:00,26
2017-12-01 00:00:00,34
2018-03-01 00:00:00,35
2018-04-01 00:00:00,39
2018-05-01 00:00:00,26
2018-06-01 00:00:00,43
2018-07-01 00:00:00,19
2018-08-01 00:00:00,18
2018-09-01 00:00:00,34
2018-10-01 00:00:00,26
2018-11-01 00:00:00,30
2019-01-01 00:00:00,44
2019-02-01 00:00:00,25
2019-03-01 00:00:00,29
2019-04-01 00:00:00,61
2019-05-01 00:00:00,100
2019-06-01 00:00:00,21
2019-07-01 00:00:00,22
2019-09-01 00:00:00,20
2020-01-01 00:00:00,15
2020-02-01 00:00:00,47
2020-06-01 00:00:00,34
2020-08-01 00:00:00,48
2020-11-01 00:00:00,26
2021-02-01 00:00:00,19
2021-04-01 00:00:00,16
2021-07-01 00:00:00,19
2021-11-01 00:00:00,32
2022-01-01 00:00:00,46
2022-02-01 00:00:00,25
2022-03-01 00:00:00,39
2022-04-01 00:00:00,15
2022-05-01 00:00:00,16
2022-08-01 00:00:00,34
2022-11-01 00:00:00,87
2022-12-01 00:00:00,23
