,MVT_GT_Nashville TN
2015-02-01 00:00:00,22
2015-03-01 00:00:00,35
2015-05-01 00:00:00,42
2015-06-01 00:00:00,20
2015-08-01 00:00:00,65
2015-09-01 00:00:00,60
2015-11-01 00:00:00,34
2016-04-01 00:00:00,29
2016-05-01 00:00:00,14
2016-06-01 00:00:00,41
2016-07-01 00:00:00,42
2016-08-01 00:00:00,34
2016-11-01 00:00:00,100
2016-12-01 00:00:00,15
2017-01-01 00:00:00,77
2017-02-01 00:00:00,25
2017-03-01 00:00:00,84
2017-04-01 00:00:00,36
2017-05-01 00:00:00,33
2017-07-01 00:00:00,33
2017-08-01 00:00:00,29
2017-09-01 00:00:00,44
2017-10-01 00:00:00,56
2017-11-01 00:00:00,41
2017-12-01 00:00:00,54
2018-01-01 00:00:00,27
2018-02-01 00:00:00,47
2018-03-01 00:00:00,51
2018-04-01 00:00:00,19
2018-05-01 00:00:00,26
2018-06-01 00:00:00,51
2018-07-01 00:00:00,58
2018-08-01 00:00:00,47
2018-10-01 00:00:00,38
2018-11-01 00:00:00,45
2018-12-01 00:00:00,56
2019-01-01 00:00:00,44
2019-02-01 00:00:00,53
2019-03-01 00:00:00,44
2019-04-01 00:00:00,62
2019-05-01 00:00:00,27
2019-07-01 00:00:00,35
2019-08-01 00:00:00,49
2019-09-01 00:00:00,31
2019-10-01 00:00:00,32
2019-11-01 00:00:00,40
2019-12-01 00:00:00,57
2020-01-01 00:00:00,29
2020-02-01 00:00:00,47
2020-03-01 00:00:00,32
2020-04-01 00:00:00,22
2020-05-01 00:00:00,45
2020-06-01 00:00:00,11
2020-07-01 00:00:00,18
2020-08-01 00:00:00,39
2020-09-01 00:00:00,26
2020-10-01 00:00:00,34
2020-11-01 00:00:00,38
2020-12-01 00:00:00,50
2021-01-01 00:00:00,20
2021-04-01 00:00:00,59
2021-05-01 00:00:00,64
2021-06-01 00:00:00,24
2021-07-01 00:00:00,62
2021-08-01 00:00:00,45
2021-09-01 00:00:00,15
2021-10-01 00:00:00,24
2021-11-01 00:00:00,48
2022-01-01 00:00:00,51
2022-02-01 00:00:00,81
2022-04-01 00:00:00,29
2022-05-01 00:00:00,42
2022-06-01 00:00:00,29
2022-07-01 00:00:00,59
2022-08-01 00:00:00,47
2022-09-01 00:00:00,61
2022-10-01 00:00:00,32
2022-11-01 00:00:00,56
2022-12-01 00:00:00,23
