,MVT_GT_Tucson AZ
2015-01-01 00:00:00,30
2015-02-01 00:00:00,20
2015-04-01 00:00:00,58
2015-07-01 00:00:00,86
2015-08-01 00:00:00,28
2015-11-01 00:00:00,44
2016-01-01 00:00:00,47
2016-04-01 00:00:00,16
2016-05-01 00:00:00,21
2016-07-01 00:00:00,26
2016-08-01 00:00:00,23
2017-01-01 00:00:00,18
2017-02-01 00:00:00,22
2017-03-01 00:00:00,13
2017-04-01 00:00:00,19
2017-05-01 00:00:00,16
2017-07-01 00:00:00,23
2017-09-01 00:00:00,77
2017-11-01 00:00:00,34
2018-02-01 00:00:00,15
2018-04-01 00:00:00,38
2018-07-01 00:00:00,41
2018-08-01 00:00:00,14
2018-09-01 00:00:00,50
2018-10-01 00:00:00,34
2018-12-01 00:00:00,21
2019-01-01 00:00:00,39
2019-02-01 00:00:00,14
2019-03-01 00:00:00,32
2019-05-01 00:00:00,67
2019-08-01 00:00:00,19
2019-09-01 00:00:00,23
2019-10-01 00:00:00,52
2020-01-01 00:00:00,37
2020-02-01 00:00:00,100
2020-04-01 00:00:00,13
2020-05-01 00:00:00,26
2020-06-01 00:00:00,14
2020-08-01 00:00:00,34
2020-10-01 00:00:00,15
2020-11-01 00:00:00,40
2020-12-01 00:00:00,13
2021-02-01 00:00:00,67
2021-04-01 00:00:00,13
2021-11-01 00:00:00,35
2022-03-01 00:00:00,45
2022-04-01 00:00:00,29
2022-05-01 00:00:00,31
2022-07-01 00:00:00,22
2022-08-01 00:00:00,21
2022-09-01 00:00:00,18
2022-12-01 00:00:00,30
