,MVT_GT_Tucson AZ
2015-01-01 00:00:00,31
2015-03-01 00:00:00,80
2015-04-01 00:00:00,35
2015-09-01 00:00:00,74
2015-12-01 00:00:00,66
2016-01-01 00:00:00,40
2016-09-01 00:00:00,42
2016-10-01 00:00:00,25
2017-01-01 00:00:00,36
2017-04-01 00:00:00,31
2017-05-01 00:00:00,22
2017-10-01 00:00:00,25
2017-11-01 00:00:00,24
2018-02-01 00:00:00,56
2018-03-01 00:00:00,52
2018-04-01 00:00:00,30
2018-06-01 00:00:00,34
2018-07-01 00:00:00,20
2018-08-01 00:00:00,30
2018-09-01 00:00:00,25
2018-10-01 00:00:00,45
2019-01-01 00:00:00,41
2019-03-01 00:00:00,100
2019-04-01 00:00:00,49
2019-05-01 00:00:00,48
2019-08-01 00:00:00,21
2019-10-01 00:00:00,29
2020-01-01 00:00:00,26
2020-02-01 00:00:00,22
2020-06-01 00:00:00,33
2020-08-01 00:00:00,38
2020-09-01 00:00:00,49
2020-10-01 00:00:00,27
2020-11-01 00:00:00,23
2021-01-01 00:00:00,26
2021-02-01 00:00:00,45
2021-04-01 00:00:00,41
2021-05-01 00:00:00,29
2021-08-01 00:00:00,52
2022-03-01 00:00:00,54
2022-04-01 00:00:00,52
2022-05-01 00:00:00,89
2022-07-01 00:00:00,37
2022-08-01 00:00:00,70
2022-09-01 00:00:00,32
2022-11-01 00:00:00,39
2022-12-01 00:00:00,20
