,MVT_GT_Louisville KY
2015-03-01 00:00:00,26
2015-05-01 00:00:00,77
2015-07-01 00:00:00,81
2015-09-01 00:00:00,100
2015-10-01 00:00:00,36
2015-11-01 00:00:00,78
2016-01-01 00:00:00,31
2016-05-01 00:00:00,32
2016-06-01 00:00:00,34
2016-07-01 00:00:00,50
2016-09-01 00:00:00,27
2016-10-01 00:00:00,25
2016-11-01 00:00:00,63
2016-12-01 00:00:00,34
2017-01-01 00:00:00,17
2017-02-01 00:00:00,54
2017-04-01 00:00:00,23
2017-05-01 00:00:00,61
2017-06-01 00:00:00,24
2017-07-01 00:00:00,25
2017-08-01 00:00:00,31
2017-10-01 00:00:00,56
2017-11-01 00:00:00,36
2018-01-01 00:00:00,53
2018-04-01 00:00:00,27
2018-05-01 00:00:00,42
2018-06-01 00:00:00,30
2018-08-01 00:00:00,29
2018-09-01 00:00:00,41
2018-10-01 00:00:00,15
2018-11-01 00:00:00,34
2018-12-01 00:00:00,34
2019-01-01 00:00:00,18
2019-02-01 00:00:00,26
2019-04-01 00:00:00,55
2019-06-01 00:00:00,29
2019-07-01 00:00:00,23
2019-08-01 00:00:00,56
2019-10-01 00:00:00,18
2019-11-01 00:00:00,31
2019-12-01 00:00:00,16
2020-02-01 00:00:00,48
2020-03-01 00:00:00,26
2020-04-01 00:00:00,35
2020-05-01 00:00:00,17
2020-06-01 00:00:00,36
2020-07-01 00:00:00,22
2020-09-01 00:00:00,22
2020-10-01 00:00:00,38
2020-11-01 00:00:00,73
2020-12-01 00:00:00,41
2021-01-01 00:00:00,52
2021-02-01 00:00:00,22
2021-03-01 00:00:00,43
2021-05-01 00:00:00,28
2021-06-01 00:00:00,44
2021-07-01 00:00:00,27
2021-08-01 00:00:00,33
2021-09-01 00:00:00,22
2021-11-01 00:00:00,35
2021-12-01 00:00:00,29
2022-01-01 00:00:00,61
2022-02-01 00:00:00,29
2022-03-01 00:00:00,39
2022-04-01 00:00:00,26
2022-05-01 00:00:00,39
2022-06-01 00:00:00,14
2022-07-01 00:00:00,45
2022-08-01 00:00:00,50
2022-09-01 00:00:00,58
2022-10-01 00:00:00,42
2022-11-01 00:00:00,26
2022-12-01 00:00:00,57
