,MVT_GT_Memphis TN
2015-01-01 00:00:00,74
2015-06-01 00:00:00,27
2015-07-01 00:00:00,67
2015-09-01 00:00:00,41
2015-10-01 00:00:00,62
2016-01-01 00:00:00,62
2016-05-01 00:00:00,47
2016-07-01 00:00:00,40
2016-08-01 00:00:00,30
2016-09-01 00:00:00,42
2016-10-01 00:00:00,46
2016-11-01 00:00:00,49
2016-12-01 00:00:00,36
2017-01-01 00:00:00,75
2017-03-01 00:00:00,37
2017-04-01 00:00:00,38
2017-05-01 00:00:00,66
2017-06-01 00:00:00,21
2017-08-01 00:00:00,26
2017-09-01 00:00:00,37
2017-10-01 00:00:00,52
2017-11-01 00:00:00,75
2017-12-01 00:00:00,81
2018-01-01 00:00:00,33
2018-02-01 00:00:00,40
2018-03-01 00:00:00,48
2018-04-01 00:00:00,30
2018-05-01 00:00:00,18
2018-06-01 00:00:00,43
2018-07-01 00:00:00,38
2018-12-01 00:00:00,100
2019-01-01 00:00:00,31
2019-05-01 00:00:00,40
2019-06-01 00:00:00,52
2019-07-01 00:00:00,59
2019-08-01 00:00:00,42
2019-09-01 00:00:00,22
2019-11-01 00:00:00,20
2020-01-01 00:00:00,34
2020-02-01 00:00:00,38
2020-03-01 00:00:00,19
2020-06-01 00:00:00,61
2020-07-01 00:00:00,61
2020-08-01 00:00:00,65
2020-09-01 00:00:00,63
2020-11-01 00:00:00,57
2020-12-01 00:00:00,57
2021-01-01 00:00:00,30
2021-02-01 00:00:00,19
2021-03-01 00:00:00,29
2021-06-01 00:00:00,26
2021-07-01 00:00:00,85
2021-09-01 00:00:00,62
2021-10-01 00:00:00,43
2021-11-01 00:00:00,30
2021-12-01 00:00:00,41
2022-02-01 00:00:00,48
2022-04-01 00:00:00,50
2022-05-01 00:00:00,96
2022-06-01 00:00:00,36
2022-07-01 00:00:00,70
2022-08-01 00:00:00,70
2022-09-01 00:00:00,87
2022-10-01 00:00:00,45
2022-11-01 00:00:00,64
2022-12-01 00:00:00,80
