,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,73
2015-06-01 00:00:00,24
2015-11-01 00:00:00,52
2015-12-01 00:00:00,35
2016-02-01 00:00:00,25
2016-03-01 00:00:00,16
2016-05-01 00:00:00,28
2016-06-01 00:00:00,18
2016-09-01 00:00:00,29
2016-10-01 00:00:00,20
2017-02-01 00:00:00,16
2017-04-01 00:00:00,39
2017-05-01 00:00:00,30
2017-06-01 00:00:00,25
2017-08-01 00:00:00,86
2017-09-01 00:00:00,15
2017-10-01 00:00:00,72
2017-11-01 00:00:00,29
2017-12-01 00:00:00,22
2018-02-01 00:00:00,32
2018-06-01 00:00:00,36
2018-09-01 00:00:00,82
2018-12-01 00:00:00,20
2019-04-01 00:00:00,20
2019-05-01 00:00:00,60
2019-06-01 00:00:00,22
2019-09-01 00:00:00,100
2019-11-01 00:00:00,21
2020-02-01 00:00:00,25
2020-05-01 00:00:00,16
2020-08-01 00:00:00,63
2020-12-01 00:00:00,16
2021-01-01 00:00:00,27
2021-02-01 00:00:00,19
2021-04-01 00:00:00,22
2021-05-01 00:00:00,37
2021-07-01 00:00:00,21
2021-08-01 00:00:00,20
2021-09-01 00:00:00,28
2021-11-01 00:00:00,49
2021-12-01 00:00:00,15
2022-01-01 00:00:00,14
2022-02-01 00:00:00,37
2022-03-01 00:00:00,19
2022-04-01 00:00:00,20
2022-05-01 00:00:00,22
2022-06-01 00:00:00,30
2022-07-01 00:00:00,38
2022-08-01 00:00:00,19
2022-10-01 00:00:00,20
2022-12-01 00:00:00,33
