,MVT_GT_Fresno-Visalia CA
2015-01-01 00:00:00,31
2015-02-01 00:00:00,68
2015-04-01 00:00:00,19
2015-07-01 00:00:00,71
2015-09-01 00:00:00,56
2015-10-01 00:00:00,55
2015-11-01 00:00:00,45
2015-12-01 00:00:00,73
2016-01-01 00:00:00,66
2016-02-01 00:00:00,46
2016-03-01 00:00:00,47
2016-05-01 00:00:00,100
2016-06-01 00:00:00,25
2016-08-01 00:00:00,58
2016-09-01 00:00:00,87
2016-10-01 00:00:00,59
2016-11-01 00:00:00,41
2016-12-01 00:00:00,54
2017-01-01 00:00:00,25
2017-03-01 00:00:00,49
2017-04-01 00:00:00,23
2017-05-01 00:00:00,70
2017-06-01 00:00:00,46
2017-07-01 00:00:00,60
2017-08-01 00:00:00,61
2017-09-01 00:00:00,68
2017-10-01 00:00:00,32
2017-11-01 00:00:00,50
2017-12-01 00:00:00,30
2018-01-01 00:00:00,100
2018-02-01 00:00:00,46
2018-03-01 00:00:00,23
2018-05-01 00:00:00,50
2018-06-01 00:00:00,48
2018-07-01 00:00:00,52
2018-08-01 00:00:00,60
2018-09-01 00:00:00,50
2018-10-01 00:00:00,75
2018-12-01 00:00:00,57
2019-02-01 00:00:00,27
2019-03-01 00:00:00,35
2019-05-01 00:00:00,59
2019-06-01 00:00:00,70
2019-07-01 00:00:00,53
2019-08-01 00:00:00,49
2019-09-01 00:00:00,27
2019-10-01 00:00:00,32
2019-11-01 00:00:00,19
2019-12-01 00:00:00,66
2020-01-01 00:00:00,56
2020-03-01 00:00:00,44
2020-04-01 00:00:00,18
2020-05-01 00:00:00,47
2020-06-01 00:00:00,22
2020-07-01 00:00:00,28
2020-08-01 00:00:00,41
2020-09-01 00:00:00,71
2020-10-01 00:00:00,45
2020-11-01 00:00:00,48
2020-12-01 00:00:00,40
2021-01-01 00:00:00,32
2021-02-01 00:00:00,44
2021-03-01 00:00:00,44
2021-04-01 00:00:00,33
2021-05-01 00:00:00,35
2021-06-01 00:00:00,32
2021-07-01 00:00:00,45
2021-08-01 00:00:00,81
2021-09-01 00:00:00,47
2021-12-01 00:00:00,46
2022-01-01 00:00:00,78
2022-03-01 00:00:00,33
2022-04-01 00:00:00,60
2022-05-01 00:00:00,66
2022-06-01 00:00:00,28
2022-07-01 00:00:00,42
2022-09-01 00:00:00,52
2022-10-01 00:00:00,40
2022-11-01 00:00:00,67
2022-12-01 00:00:00,48
