,MVT_GT_El Paso TX
2016-05-01 00:00:00,41
2017-01-01 00:00:00,44
2017-02-01 00:00:00,28
2017-05-01 00:00:00,65
2017-10-01 00:00:00,65
2017-11-01 00:00:00,28
2017-12-01 00:00:00,44
2018-01-01 00:00:00,42
2018-03-01 00:00:00,74
2018-06-01 00:00:00,44
2018-07-01 00:00:00,38
2018-08-01 00:00:00,80
2018-09-01 00:00:00,23
2018-10-01 00:00:00,67
2018-11-01 00:00:00,37
2018-12-01 00:00:00,30
2019-04-01 00:00:00,36
2019-07-01 00:00:00,57
2019-09-01 00:00:00,24
2020-02-01 00:00:00,20
2020-05-01 00:00:00,51
2020-06-01 00:00:00,25
2020-07-01 00:00:00,46
2020-10-01 00:00:00,25
2020-12-01 00:00:00,21
2021-02-01 00:00:00,23
2021-08-01 00:00:00,43
2021-12-01 00:00:00,70
2022-02-01 00:00:00,33
2022-03-01 00:00:00,16
2022-04-01 00:00:00,21
2022-05-01 00:00:00,100
2022-06-01 00:00:00,17
2022-07-01 00:00:00,62
2022-08-01 00:00:00,33
2022-09-01 00:00:00,31
