,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,43
2015-02-01 00:00:00,64
2015-03-01 00:00:00,40
2015-07-01 00:00:00,44
2015-08-01 00:00:00,62
2015-10-01 00:00:00,24
2015-11-01 00:00:00,44
2015-12-01 00:00:00,23
2016-02-01 00:00:00,48
2016-03-01 00:00:00,40
2016-04-01 00:00:00,43
2016-05-01 00:00:00,27
2016-07-01 00:00:00,42
2016-09-01 00:00:00,45
2016-10-01 00:00:00,35
2016-11-01 00:00:00,52
2016-12-01 00:00:00,37
2017-01-01 00:00:00,39
2017-03-01 00:00:00,59
2017-04-01 00:00:00,76
2017-05-01 00:00:00,38
2017-06-01 00:00:00,96
2017-08-01 00:00:00,31
2017-09-01 00:00:00,58
2017-10-01 00:00:00,34
2017-11-01 00:00:00,31
2017-12-01 00:00:00,24
2018-01-01 00:00:00,23
2018-02-01 00:00:00,65
2018-04-01 00:00:00,22
2018-05-01 00:00:00,56
2018-06-01 00:00:00,44
2018-07-01 00:00:00,40
2018-08-01 00:00:00,32
2018-09-01 00:00:00,16
2018-10-01 00:00:00,38
2019-01-01 00:00:00,23
2019-02-01 00:00:00,21
2019-03-01 00:00:00,51
2019-04-01 00:00:00,19
2019-05-01 00:00:00,32
2019-06-01 00:00:00,46
2019-08-01 00:00:00,59
2019-09-01 00:00:00,46
2019-12-01 00:00:00,35
2020-01-01 00:00:00,29
2020-02-01 00:00:00,21
2020-03-01 00:00:00,21
2020-05-01 00:00:00,28
2020-06-01 00:00:00,37
2020-07-01 00:00:00,24
2020-08-01 00:00:00,42
2020-09-01 00:00:00,15
2020-10-01 00:00:00,25
2020-11-01 00:00:00,21
2020-12-01 00:00:00,35
2021-01-01 00:00:00,38
2021-02-01 00:00:00,52
2021-04-01 00:00:00,23
2021-05-01 00:00:00,64
2021-06-01 00:00:00,16
2021-07-01 00:00:00,42
2021-08-01 00:00:00,45
2021-09-01 00:00:00,26
2021-10-01 00:00:00,28
2021-11-01 00:00:00,42
2021-12-01 00:00:00,29
2022-01-01 00:00:00,55
2022-03-01 00:00:00,70
2022-04-01 00:00:00,34
2022-05-01 00:00:00,48
2022-06-01 00:00:00,100
2022-07-01 00:00:00,81
2022-08-01 00:00:00,78
2022-10-01 00:00:00,55
2022-11-01 00:00:00,54
2022-12-01 00:00:00,43
