,MVT_GT_Tucson AZ
2015-02-01 00:00:00,100
2015-07-01 00:00:00,42
2016-01-01 00:00:00,66
2016-03-01 00:00:00,44
2016-07-01 00:00:00,60
2016-09-01 00:00:00,49
2016-10-01 00:00:00,35
2017-01-01 00:00:00,47
2017-02-01 00:00:00,51
2017-07-01 00:00:00,83
2017-08-01 00:00:00,20
2017-09-01 00:00:00,25
2017-11-01 00:00:00,93
2017-12-01 00:00:00,40
2018-03-01 00:00:00,22
2018-04-01 00:00:00,60
2018-05-01 00:00:00,27
2018-06-01 00:00:00,31
2018-07-01 00:00:00,60
2018-10-01 00:00:00,26
2018-12-01 00:00:00,49
2019-02-01 00:00:00,23
2019-03-01 00:00:00,56
2019-04-01 00:00:00,53
2019-05-01 00:00:00,39
2019-07-01 00:00:00,20
2019-08-01 00:00:00,33
2019-11-01 00:00:00,18
2019-12-01 00:00:00,19
2020-01-01 00:00:00,48
2020-05-01 00:00:00,21
2020-06-01 00:00:00,52
2020-09-01 00:00:00,25
2020-10-01 00:00:00,20
2020-11-01 00:00:00,18
2021-03-01 00:00:00,29
2021-09-01 00:00:00,33
2021-11-01 00:00:00,27
2022-02-01 00:00:00,54
2022-03-01 00:00:00,50
2022-04-01 00:00:00,27
2022-06-01 00:00:00,25
2022-07-01 00:00:00,31
2022-09-01 00:00:00,22
2022-10-01 00:00:00,23
2022-11-01 00:00:00,27
