,MVT_GT_Omaha NE
2015-01-01 00:00:00,92
2015-02-01 00:00:00,32
2015-03-01 00:00:00,50
2015-09-01 00:00:00,38
2015-10-01 00:00:00,66
2016-01-01 00:00:00,32
2016-02-01 00:00:00,29
2016-06-01 00:00:00,44
2016-08-01 00:00:00,78
2016-09-01 00:00:00,31
2016-10-01 00:00:00,50
2016-11-01 00:00:00,49
2017-02-01 00:00:00,33
2017-03-01 00:00:00,36
2017-05-01 00:00:00,78
2017-06-01 00:00:00,34
2017-07-01 00:00:00,64
2017-10-01 00:00:00,62
2017-11-01 00:00:00,50
2018-02-01 00:00:00,32
2018-04-01 00:00:00,28
2018-05-01 00:00:00,75
2018-06-01 00:00:00,82
2018-07-01 00:00:00,38
2018-09-01 00:00:00,33
2019-04-01 00:00:00,53
2019-05-01 00:00:00,49
2019-07-01 00:00:00,96
2019-08-01 00:00:00,19
2019-09-01 00:00:00,39
2019-11-01 00:00:00,57
2020-01-01 00:00:00,37
2020-05-01 00:00:00,32
2020-06-01 00:00:00,24
2020-09-01 00:00:00,47
2020-10-01 00:00:00,69
2020-12-01 00:00:00,81
2021-01-01 00:00:00,27
2021-02-01 00:00:00,26
2021-03-01 00:00:00,26
2021-04-01 00:00:00,40
2021-05-01 00:00:00,36
2021-07-01 00:00:00,39
2021-08-01 00:00:00,52
2021-09-01 00:00:00,32
2021-10-01 00:00:00,50
2021-11-01 00:00:00,36
2021-12-01 00:00:00,78
2022-01-01 00:00:00,56
2022-02-01 00:00:00,51
2022-03-01 00:00:00,44
2022-04-01 00:00:00,74
2022-05-01 00:00:00,20
2022-06-01 00:00:00,20
2022-08-01 00:00:00,42
2022-09-01 00:00:00,100
2022-10-01 00:00:00,29
2022-11-01 00:00:00,100
2022-12-01 00:00:00,51
