,MVT_GT_Colorado Springs-Pueblo CO
2015-03-01 00:00:00,66
2015-04-01 00:00:00,41
2015-05-01 00:00:00,40
2015-07-01 00:00:00,39
2015-11-01 00:00:00,33
2016-03-01 00:00:00,43
2016-06-01 00:00:00,100
2016-07-01 00:00:00,25
2016-08-01 00:00:00,65
2016-09-01 00:00:00,56
2017-01-01 00:00:00,44
2017-06-01 00:00:00,24
2017-08-01 00:00:00,20
2017-09-01 00:00:00,26
2017-10-01 00:00:00,62
2018-01-01 00:00:00,28
2018-02-01 00:00:00,43
2018-03-01 00:00:00,21
2018-04-01 00:00:00,65
2018-05-01 00:00:00,24
2018-06-01 00:00:00,42
2018-07-01 00:00:00,23
2018-08-01 00:00:00,68
2018-09-01 00:00:00,29
2018-10-01 00:00:00,31
2018-11-01 00:00:00,42
2019-01-01 00:00:00,20
2019-02-01 00:00:00,31
2019-04-01 00:00:00,17
2019-06-01 00:00:00,21
2019-07-01 00:00:00,57
2019-08-01 00:00:00,34
2019-10-01 00:00:00,23
2019-11-01 00:00:00,26
2019-12-01 00:00:00,30
2020-01-01 00:00:00,36
2020-02-01 00:00:00,23
2020-05-01 00:00:00,17
2020-06-01 00:00:00,21
2020-07-01 00:00:00,29
2020-08-01 00:00:00,37
2020-09-01 00:00:00,18
2020-11-01 00:00:00,21
2020-12-01 00:00:00,92
2021-01-01 00:00:00,62
2021-03-01 00:00:00,27
2021-05-01 00:00:00,58
2021-07-01 00:00:00,82
2021-11-01 00:00:00,27
2022-02-01 00:00:00,16
2022-03-01 00:00:00,27
2022-04-01 00:00:00,20
2022-05-01 00:00:00,25
2022-07-01 00:00:00,34
2022-08-01 00:00:00,20
2022-09-01 00:00:00,55
2022-11-01 00:00:00,15
2022-12-01 00:00:00,25
