,MVT_GT_Memphis TN
2015-01-01 00:00:00,47
2015-02-01 00:00:00,24
2015-04-01 00:00:00,17
2015-08-01 00:00:00,60
2016-02-01 00:00:00,100
2016-03-01 00:00:00,33
2016-07-01 00:00:00,50
2016-08-01 00:00:00,44
2016-09-01 00:00:00,21
2016-11-01 00:00:00,31
2016-12-01 00:00:00,48
2017-01-01 00:00:00,44
2017-05-01 00:00:00,76
2017-07-01 00:00:00,40
2017-08-01 00:00:00,22
2017-09-01 00:00:00,15
2017-11-01 00:00:00,35
2017-12-01 00:00:00,18
2018-01-01 00:00:00,37
2018-02-01 00:00:00,42
2018-03-01 00:00:00,17
2018-04-01 00:00:00,71
2018-05-01 00:00:00,56
2018-07-01 00:00:00,24
2018-08-01 00:00:00,36
2018-10-01 00:00:00,16
2018-12-01 00:00:00,33
2019-02-01 00:00:00,15
2019-03-01 00:00:00,56
2019-04-01 00:00:00,19
2019-05-01 00:00:00,31
2019-06-01 00:00:00,28
2019-08-01 00:00:00,27
2019-09-01 00:00:00,36
2019-10-01 00:00:00,38
2019-11-01 00:00:00,25
2019-12-01 00:00:00,23
2020-04-01 00:00:00,18
2020-05-01 00:00:00,23
2020-06-01 00:00:00,38
2020-07-01 00:00:00,31
2020-08-01 00:00:00,45
2020-09-01 00:00:00,41
2020-10-01 00:00:00,30
2020-11-01 00:00:00,36
2020-12-01 00:00:00,39
2021-01-01 00:00:00,17
2021-02-01 00:00:00,19
2021-03-01 00:00:00,15
2021-04-01 00:00:00,29
2021-07-01 00:00:00,41
2021-08-01 00:00:00,29
2021-09-01 00:00:00,16
2021-10-01 00:00:00,25
2021-11-01 00:00:00,19
2022-02-01 00:00:00,18
2022-03-01 00:00:00,20
2022-04-01 00:00:00,32
2022-05-01 00:00:00,47
2022-07-01 00:00:00,74
2022-08-01 00:00:00,54
2022-09-01 00:00:00,41
2022-10-01 00:00:00,49
2022-11-01 00:00:00,91
2022-12-01 00:00:00,51
