,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,40
2015-05-01 00:00:00,52
2015-06-01 00:00:00,28
2015-09-01 00:00:00,40
2016-05-01 00:00:00,30
2016-10-01 00:00:00,27
2017-01-01 00:00:00,23
2017-04-01 00:00:00,48
2017-05-01 00:00:00,46
2017-06-01 00:00:00,28
2017-07-01 00:00:00,33
2017-08-01 00:00:00,14
2017-10-01 00:00:00,19
2017-11-01 00:00:00,28
2018-05-01 00:00:00,16
2018-06-01 00:00:00,27
2018-07-01 00:00:00,44
2018-11-01 00:00:00,40
2019-01-01 00:00:00,23
2019-02-01 00:00:00,13
2019-06-01 00:00:00,20
2019-07-01 00:00:00,17
2019-08-01 00:00:00,40
2019-11-01 00:00:00,18
2020-01-01 00:00:00,13
2020-02-01 00:00:00,25
2020-03-01 00:00:00,25
2020-07-01 00:00:00,17
2020-11-01 00:00:00,14
2021-01-01 00:00:00,29
2021-02-01 00:00:00,56
2021-04-01 00:00:00,18
2021-06-01 00:00:00,44
2021-07-01 00:00:00,21
2021-08-01 00:00:00,13
2021-09-01 00:00:00,15
2021-11-01 00:00:00,100
2021-12-01 00:00:00,22
2022-01-01 00:00:00,20
2022-02-01 00:00:00,18
2022-04-01 00:00:00,31
2022-05-01 00:00:00,20
2022-06-01 00:00:00,16
2022-08-01 00:00:00,18
2022-11-01 00:00:00,19
2022-12-01 00:00:00,36
