,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,100
2015-05-01 00:00:00,47
2015-06-01 00:00:00,80
2015-07-01 00:00:00,64
2015-09-01 00:00:00,80
2016-01-01 00:00:00,55
2016-02-01 00:00:00,43
2016-06-01 00:00:00,23
2016-07-01 00:00:00,45
2016-09-01 00:00:00,24
2016-10-01 00:00:00,31
2017-01-01 00:00:00,28
2017-02-01 00:00:00,23
2017-03-01 00:00:00,22
2017-09-01 00:00:00,54
2017-10-01 00:00:00,26
2017-11-01 00:00:00,34
2017-12-01 00:00:00,33
2018-04-01 00:00:00,31
2018-07-01 00:00:00,18
2018-09-01 00:00:00,86
2018-11-01 00:00:00,35
2019-01-01 00:00:00,17
2019-04-01 00:00:00,67
2019-06-01 00:00:00,25
2019-07-01 00:00:00,64
2019-08-01 00:00:00,18
2019-09-01 00:00:00,17
2019-10-01 00:00:00,42
2019-11-01 00:00:00,37
2019-12-01 00:00:00,30
2020-03-01 00:00:00,45
2020-05-01 00:00:00,23
2020-08-01 00:00:00,14
2020-09-01 00:00:00,22
2020-10-01 00:00:00,21
2020-12-01 00:00:00,33
2021-01-01 00:00:00,23
2021-03-01 00:00:00,39
2021-04-01 00:00:00,45
2021-05-01 00:00:00,36
2021-06-01 00:00:00,45
2021-07-01 00:00:00,65
2021-10-01 00:00:00,31
2021-11-01 00:00:00,36
2021-12-01 00:00:00,20
2022-04-01 00:00:00,23
2022-07-01 00:00:00,31
2022-08-01 00:00:00,17
2022-09-01 00:00:00,34
2022-10-01 00:00:00,17
2022-11-01 00:00:00,46
2022-12-01 00:00:00,58
