,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,36
2015-05-01 00:00:00,27
2015-09-01 00:00:00,100
2015-12-01 00:00:00,21
2016-02-01 00:00:00,27
2016-03-01 00:00:00,33
2016-06-01 00:00:00,14
2016-08-01 00:00:00,37
2016-09-01 00:00:00,17
2017-01-01 00:00:00,18
2017-02-01 00:00:00,38
2017-06-01 00:00:00,15
2017-10-01 00:00:00,12
2017-11-01 00:00:00,24
2018-02-01 00:00:00,31
2018-03-01 00:00:00,12
2018-04-01 00:00:00,14
2018-05-01 00:00:00,30
2018-06-01 00:00:00,63
2018-08-01 00:00:00,21
2018-09-01 00:00:00,11
2018-11-01 00:00:00,17
2019-01-01 00:00:00,16
2019-03-01 00:00:00,16
2019-04-01 00:00:00,15
2019-06-01 00:00:00,10
2019-07-01 00:00:00,34
2019-08-01 00:00:00,21
2019-10-01 00:00:00,9
2019-11-01 00:00:00,14
2020-02-01 00:00:00,16
2020-04-01 00:00:00,9
2020-06-01 00:00:00,20
2020-07-01 00:00:00,17
2020-11-01 00:00:00,15
2020-12-01 00:00:00,8
2021-01-01 00:00:00,8
2021-03-01 00:00:00,17
2021-04-01 00:00:00,18
2021-05-01 00:00:00,14
2021-07-01 00:00:00,29
2021-08-01 00:00:00,13
2021-09-01 00:00:00,20
2021-11-01 00:00:00,19
2022-01-01 00:00:00,13
2022-02-01 00:00:00,8
2022-03-01 00:00:00,25
2022-04-01 00:00:00,18
2022-05-01 00:00:00,18
2022-08-01 00:00:00,16
2022-09-01 00:00:00,47
2022-11-01 00:00:00,28
2022-12-01 00:00:00,15
