,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,31
2015-05-01 00:00:00,92
2015-07-01 00:00:00,33
2015-08-01 00:00:00,77
2015-12-01 00:00:00,54
2016-02-01 00:00:00,41
2016-03-01 00:00:00,58
2016-05-01 00:00:00,27
2016-08-01 00:00:00,35
2016-09-01 00:00:00,61
2017-01-01 00:00:00,63
2017-02-01 00:00:00,35
2017-06-01 00:00:00,23
2017-08-01 00:00:00,29
2017-10-01 00:00:00,87
2017-11-01 00:00:00,42
2017-12-01 00:00:00,33
2018-01-01 00:00:00,25
2018-02-01 00:00:00,83
2018-03-01 00:00:00,25
2018-05-01 00:00:00,21
2018-07-01 00:00:00,21
2018-09-01 00:00:00,44
2018-12-01 00:00:00,100
2019-03-01 00:00:00,18
2019-04-01 00:00:00,47
2019-06-01 00:00:00,37
2019-09-01 00:00:00,43
2020-02-01 00:00:00,40
2020-03-01 00:00:00,42
2020-05-01 00:00:00,37
2020-06-01 00:00:00,45
2020-08-01 00:00:00,22
2020-09-01 00:00:00,24
2020-10-01 00:00:00,20
2020-12-01 00:00:00,25
2021-03-01 00:00:00,45
2021-10-01 00:00:00,35
2021-11-01 00:00:00,59
2022-02-01 00:00:00,34
2022-03-01 00:00:00,43
2022-06-01 00:00:00,65
2022-07-01 00:00:00,49
2022-09-01 00:00:00,32
2022-10-01 00:00:00,31
2022-11-01 00:00:00,36
