,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,31
2015-04-01 00:00:00,55
2015-05-01 00:00:00,87
2015-08-01 00:00:00,94
2015-12-01 00:00:00,100
2016-05-01 00:00:00,39
2016-06-01 00:00:00,44
2016-08-01 00:00:00,23
2017-01-01 00:00:00,64
2017-02-01 00:00:00,34
2017-04-01 00:00:00,17
2017-08-01 00:00:00,34
2017-10-01 00:00:00,22
2018-02-01 00:00:00,22
2018-03-01 00:00:00,33
2018-04-01 00:00:00,21
2018-05-01 00:00:00,25
2018-06-01 00:00:00,23
2018-07-01 00:00:00,33
2018-08-01 00:00:00,39
2018-09-01 00:00:00,60
2018-10-01 00:00:00,40
2018-11-01 00:00:00,40
2018-12-01 00:00:00,52
2019-01-01 00:00:00,14
2019-02-01 00:00:00,45
2019-03-01 00:00:00,25
2019-04-01 00:00:00,32
2019-06-01 00:00:00,50
2019-07-01 00:00:00,59
2019-08-01 00:00:00,25
2019-09-01 00:00:00,17
2019-10-01 00:00:00,19
2019-11-01 00:00:00,17
2020-01-01 00:00:00,32
2020-02-01 00:00:00,36
2020-04-01 00:00:00,12
2020-05-01 00:00:00,15
2020-06-01 00:00:00,21
2020-07-01 00:00:00,26
2020-08-01 00:00:00,38
2020-09-01 00:00:00,16
2020-12-01 00:00:00,18
2021-01-01 00:00:00,40
2021-02-01 00:00:00,87
2021-07-01 00:00:00,54
2021-08-01 00:00:00,18
2021-09-01 00:00:00,16
2021-11-01 00:00:00,23
2021-12-01 00:00:00,35
2022-02-01 00:00:00,27
2022-03-01 00:00:00,29
2022-04-01 00:00:00,31
2022-05-01 00:00:00,33
2022-07-01 00:00:00,23
2022-08-01 00:00:00,16
2022-09-01 00:00:00,17
2022-11-01 00:00:00,16
