,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,34
2015-02-01 00:00:00,41
2015-03-01 00:00:00,40
2015-06-01 00:00:00,21
2015-07-01 00:00:00,30
2015-09-01 00:00:00,32
2015-10-01 00:00:00,14
2015-12-01 00:00:00,42
2016-01-01 00:00:00,12
2016-02-01 00:00:00,30
2016-03-01 00:00:00,41
2016-04-01 00:00:00,12
2016-06-01 00:00:00,14
2016-07-01 00:00:00,22
2016-09-01 00:00:00,80
2016-10-01 00:00:00,15
2016-11-01 00:00:00,20
2016-12-01 00:00:00,30
2017-01-01 00:00:00,25
2017-02-01 00:00:00,31
2017-03-01 00:00:00,27
2017-04-01 00:00:00,21
2017-05-01 00:00:00,37
2017-06-01 00:00:00,14
2017-08-01 00:00:00,16
2017-09-01 00:00:00,16
2017-10-01 00:00:00,14
2017-12-01 00:00:00,28
2018-01-01 00:00:00,12
2018-02-01 00:00:00,33
2018-03-01 00:00:00,13
2018-04-01 00:00:00,33
2018-06-01 00:00:00,33
2018-07-01 00:00:00,28
2018-08-01 00:00:00,19
2018-09-01 00:00:00,17
2018-10-01 00:00:00,28
2018-11-01 00:00:00,38
2019-01-01 00:00:00,11
2019-03-01 00:00:00,12
2019-05-01 00:00:00,34
2019-06-01 00:00:00,51
2019-07-01 00:00:00,27
2019-08-01 00:00:00,39
2019-09-01 00:00:00,17
2019-10-01 00:00:00,27
2019-11-01 00:00:00,26
2019-12-01 00:00:00,33
2020-01-01 00:00:00,9
2020-02-01 00:00:00,28
2020-03-01 00:00:00,22
2020-04-01 00:00:00,13
2020-06-01 00:00:00,26
2020-07-01 00:00:00,11
2020-08-01 00:00:00,28
2020-09-01 00:00:00,22
2020-10-01 00:00:00,59
2020-11-01 00:00:00,16
2021-01-01 00:00:00,40
2021-02-01 00:00:00,100
2021-05-01 00:00:00,50
2021-06-01 00:00:00,21
2021-07-01 00:00:00,20
2021-08-01 00:00:00,21
2021-09-01 00:00:00,22
2021-11-01 00:00:00,33
2021-12-01 00:00:00,38
2022-01-01 00:00:00,99
2022-02-01 00:00:00,52
2022-03-01 00:00:00,14
2022-04-01 00:00:00,35
2022-05-01 00:00:00,62
2022-06-01 00:00:00,63
2022-07-01 00:00:00,73
2022-08-01 00:00:00,88
2022-09-01 00:00:00,13
2022-10-01 00:00:00,35
2022-11-01 00:00:00,39
2022-12-01 00:00:00,42
