,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,34
2015-02-01 00:00:00,46
2015-03-01 00:00:00,33
2015-04-01 00:00:00,18
2015-05-01 00:00:00,12
2015-06-01 00:00:00,72
2015-08-01 00:00:00,67
2016-01-01 00:00:00,97
2016-03-01 00:00:00,57
2016-06-01 00:00:00,50
2016-07-01 00:00:00,37
2016-08-01 00:00:00,22
2016-09-01 00:00:00,29
2016-10-01 00:00:00,26
2016-11-01 00:00:00,27
2016-12-01 00:00:00,34
2017-01-01 00:00:00,54
2017-02-01 00:00:00,48
2017-03-01 00:00:00,16
2017-04-01 00:00:00,26
2017-05-01 00:00:00,100
2017-06-01 00:00:00,78
2017-07-01 00:00:00,34
2017-08-01 00:00:00,51
2017-09-01 00:00:00,29
2017-10-01 00:00:00,42
2017-12-01 00:00:00,65
2018-01-01 00:00:00,28
2018-02-01 00:00:00,55
2018-03-01 00:00:00,41
2018-04-01 00:00:00,35
2018-05-01 00:00:00,36
2018-07-01 00:00:00,27
2018-08-01 00:00:00,29
2018-09-01 00:00:00,36
2018-10-01 00:00:00,25
2018-12-01 00:00:00,15
2019-02-01 00:00:00,33
2019-03-01 00:00:00,21
2019-04-01 00:00:00,54
2019-05-01 00:00:00,19
2019-06-01 00:00:00,34
2019-08-01 00:00:00,31
2019-10-01 00:00:00,14
2019-11-01 00:00:00,31
2019-12-01 00:00:00,30
2020-01-01 00:00:00,34
2020-02-01 00:00:00,34
2020-03-01 00:00:00,63
2020-04-01 00:00:00,45
2020-06-01 00:00:00,53
2020-08-01 00:00:00,37
2020-09-01 00:00:00,21
2020-10-01 00:00:00,19
2020-11-01 00:00:00,48
2020-12-01 00:00:00,20
2021-01-01 00:00:00,28
2021-02-01 00:00:00,54
2021-05-01 00:00:00,25
2021-06-01 00:00:00,17
2021-07-01 00:00:00,25
2021-08-01 00:00:00,93
2021-10-01 00:00:00,23
2022-02-01 00:00:00,22
2022-03-01 00:00:00,39
2022-04-01 00:00:00,23
2022-05-01 00:00:00,22
2022-06-01 00:00:00,54
2022-07-01 00:00:00,24
2022-08-01 00:00:00,25
2022-09-01 00:00:00,36
2022-10-01 00:00:00,15
2022-11-01 00:00:00,57
2022-12-01 00:00:00,30
