,MVT_GT_Tucson AZ
2015-01-01 00:00:00,100
2015-04-01 00:00:00,57
2015-08-01 00:00:00,54
2015-09-01 00:00:00,66
2015-10-01 00:00:00,93
2016-01-01 00:00:00,28
2016-02-01 00:00:00,36
2016-04-01 00:00:00,55
2016-07-01 00:00:00,42
2016-10-01 00:00:00,64
2016-12-01 00:00:00,23
2017-05-01 00:00:00,89
2017-08-01 00:00:00,26
2017-10-01 00:00:00,72
2017-12-01 00:00:00,36
2018-02-01 00:00:00,100
2018-04-01 00:00:00,80
2018-10-01 00:00:00,43
2019-01-01 00:00:00,41
2019-02-01 00:00:00,27
2019-03-01 00:00:00,44
2019-04-01 00:00:00,50
2019-05-01 00:00:00,80
2019-06-01 00:00:00,44
2019-08-01 00:00:00,64
2019-10-01 00:00:00,23
2019-11-01 00:00:00,43
2019-12-01 00:00:00,53
2020-01-01 00:00:00,44
2020-02-01 00:00:00,35
2020-04-01 00:00:00,28
2020-05-01 00:00:00,32
2020-06-01 00:00:00,26
2020-08-01 00:00:00,54
2020-10-01 00:00:00,19
2020-11-01 00:00:00,32
2021-02-01 00:00:00,29
2021-11-01 00:00:00,46
2021-12-01 00:00:00,79
2022-03-01 00:00:00,64
2022-04-01 00:00:00,24
2022-06-01 00:00:00,28
2022-07-01 00:00:00,39
2022-08-01 00:00:00,44
2022-09-01 00:00:00,19
2022-11-01 00:00:00,30
