,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,51
2015-02-01 00:00:00,50
2015-03-01 00:00:00,100
2015-07-01 00:00:00,36
2015-10-01 00:00:00,85
2015-11-01 00:00:00,39
2015-12-01 00:00:00,50
2016-02-01 00:00:00,57
2016-03-01 00:00:00,35
2016-12-01 00:00:00,38
2017-01-01 00:00:00,32
2017-05-01 00:00:00,43
2017-06-01 00:00:00,26
2017-07-01 00:00:00,20
2017-09-01 00:00:00,39
2017-10-01 00:00:00,28
2017-11-01 00:00:00,27
2017-12-01 00:00:00,36
2018-01-01 00:00:00,71
2018-02-01 00:00:00,74
2018-03-01 00:00:00,48
2018-04-01 00:00:00,44
2018-05-01 00:00:00,55
2018-06-01 00:00:00,64
2018-07-01 00:00:00,37
2018-08-01 00:00:00,31
2018-10-01 00:00:00,29
2018-11-01 00:00:00,44
2019-01-01 00:00:00,38
2019-03-01 00:00:00,28
2019-05-01 00:00:00,76
2019-07-01 00:00:00,17
2019-08-01 00:00:00,22
2019-09-01 00:00:00,45
2019-10-01 00:00:00,23
2019-11-01 00:00:00,63
2020-01-01 00:00:00,43
2020-02-01 00:00:00,29
2020-03-01 00:00:00,18
2020-04-01 00:00:00,17
2020-05-01 00:00:00,39
2020-06-01 00:00:00,62
2020-07-01 00:00:00,43
2020-08-01 00:00:00,52
2020-09-01 00:00:00,15
2020-10-01 00:00:00,39
2020-11-01 00:00:00,36
2020-12-01 00:00:00,63
2021-01-01 00:00:00,60
2021-02-01 00:00:00,55
2021-03-01 00:00:00,18
2021-04-01 00:00:00,33
2021-05-01 00:00:00,30
2021-07-01 00:00:00,54
2021-08-01 00:00:00,40
2021-10-01 00:00:00,33
2021-11-01 00:00:00,58
2021-12-01 00:00:00,39
2022-01-01 00:00:00,58
2022-02-01 00:00:00,39
2022-03-01 00:00:00,29
2022-04-01 00:00:00,40
2022-05-01 00:00:00,52
2022-06-01 00:00:00,70
2022-07-01 00:00:00,91
2022-08-01 00:00:00,69
2022-10-01 00:00:00,50
2022-11-01 00:00:00,55
2022-12-01 00:00:00,57
