,MVT_GT_Omaha NE
2015-01-01 00:00:00,30
2015-03-01 00:00:00,51
2015-07-01 00:00:00,30
2015-09-01 00:00:00,34
2015-10-01 00:00:00,41
2015-11-01 00:00:00,61
2015-12-01 00:00:00,52
2016-01-01 00:00:00,63
2016-04-01 00:00:00,24
2016-06-01 00:00:00,62
2016-07-01 00:00:00,48
2016-08-01 00:00:00,28
2016-09-01 00:00:00,37
2016-10-01 00:00:00,44
2016-11-01 00:00:00,98
2016-12-01 00:00:00,31
2017-02-01 00:00:00,86
2017-03-01 00:00:00,18
2017-04-01 00:00:00,64
2017-07-01 00:00:00,35
2017-09-01 00:00:00,40
2017-10-01 00:00:00,29
2017-11-01 00:00:00,24
2018-01-01 00:00:00,100
2018-04-01 00:00:00,22
2018-05-01 00:00:00,50
2018-07-01 00:00:00,31
2018-08-01 00:00:00,19
2018-09-01 00:00:00,20
2018-10-01 00:00:00,38
2019-01-01 00:00:00,32
2019-02-01 00:00:00,27
2019-03-01 00:00:00,36
2019-04-01 00:00:00,70
2019-05-01 00:00:00,74
2019-07-01 00:00:00,48
2019-08-01 00:00:00,44
2019-11-01 00:00:00,46
2020-02-01 00:00:00,57
2020-04-01 00:00:00,30
2020-06-01 00:00:00,47
2020-10-01 00:00:00,36
2020-12-01 00:00:00,51
2021-01-01 00:00:00,49
2021-05-01 00:00:00,69
2021-08-01 00:00:00,39
2021-09-01 00:00:00,40
2021-10-01 00:00:00,54
2021-12-01 00:00:00,44
2022-01-01 00:00:00,100
2022-02-01 00:00:00,38
2022-04-01 00:00:00,48
2022-05-01 00:00:00,51
2022-08-01 00:00:00,84
2022-09-01 00:00:00,54
2022-11-01 00:00:00,48
