,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,17
2015-02-01 00:00:00,20
2015-04-01 00:00:00,17
2015-05-01 00:00:00,15
2015-06-01 00:00:00,37
2015-07-01 00:00:00,59
2015-08-01 00:00:00,38
2015-12-01 00:00:00,24
2016-01-01 00:00:00,43
2016-02-01 00:00:00,22
2016-03-01 00:00:00,58
2016-06-01 00:00:00,45
2016-07-01 00:00:00,35
2016-08-01 00:00:00,23
2016-10-01 00:00:00,30
2016-12-01 00:00:00,38
2017-01-01 00:00:00,100
2017-02-01 00:00:00,13
2017-03-01 00:00:00,22
2017-05-01 00:00:00,21
2017-06-01 00:00:00,28
2017-07-01 00:00:00,30
2017-08-01 00:00:00,60
2017-10-01 00:00:00,49
2017-11-01 00:00:00,22
2018-01-01 00:00:00,45
2018-03-01 00:00:00,37
2018-04-01 00:00:00,44
2018-05-01 00:00:00,26
2018-06-01 00:00:00,24
2018-08-01 00:00:00,46
2018-09-01 00:00:00,25
2018-11-01 00:00:00,53
2018-12-01 00:00:00,19
2019-01-01 00:00:00,34
2019-04-01 00:00:00,12
2019-05-01 00:00:00,54
2019-06-01 00:00:00,18
2019-07-01 00:00:00,18
2019-09-01 00:00:00,30
2019-10-01 00:00:00,14
2019-11-01 00:00:00,29
2019-12-01 00:00:00,53
2020-01-01 00:00:00,14
2020-02-01 00:00:00,33
2020-03-01 00:00:00,35
2020-04-01 00:00:00,20
2020-05-01 00:00:00,23
2020-06-01 00:00:00,56
2020-07-01 00:00:00,21
2020-08-01 00:00:00,10
2020-11-01 00:00:00,35
2020-12-01 00:00:00,16
2021-01-01 00:00:00,14
2021-02-01 00:00:00,59
2021-04-01 00:00:00,56
2021-05-01 00:00:00,17
2021-07-01 00:00:00,15
2021-08-01 00:00:00,26
2021-09-01 00:00:00,16
2021-12-01 00:00:00,24
2022-01-01 00:00:00,17
2022-02-01 00:00:00,36
2022-03-01 00:00:00,44
2022-05-01 00:00:00,13
2022-06-01 00:00:00,18
2022-08-01 00:00:00,22
2022-11-01 00:00:00,37
2022-12-01 00:00:00,40
