,MVT_GT_Bakersfield CA
2015-02-01 00:00:00,53
2015-04-01 00:00:00,47
2015-08-01 00:00:00,33
2015-09-01 00:00:00,46
2016-01-01 00:00:00,28
2016-03-01 00:00:00,100
2016-05-01 00:00:00,76
2016-07-01 00:00:00,21
2016-09-01 00:00:00,24
2016-10-01 00:00:00,31
2017-01-01 00:00:00,31
2017-05-01 00:00:00,73
2017-08-01 00:00:00,38
2017-09-01 00:00:00,45
2017-10-01 00:00:00,42
2017-12-01 00:00:00,19
2018-02-01 00:00:00,19
2018-03-01 00:00:00,32
2018-06-01 00:00:00,54
2018-07-01 00:00:00,28
2018-11-01 00:00:00,34
2019-02-01 00:00:00,38
2019-04-01 00:00:00,34
2019-06-01 00:00:00,39
2019-12-01 00:00:00,17
2020-02-01 00:00:00,24
2020-03-01 00:00:00,21
2020-04-01 00:00:00,21
2020-06-01 00:00:00,59
2020-07-01 00:00:00,54
2020-12-01 00:00:00,35
2021-01-01 00:00:00,22
2021-02-01 00:00:00,21
2021-04-01 00:00:00,18
2021-05-01 00:00:00,24
2021-06-01 00:00:00,41
2021-07-01 00:00:00,25
2021-08-01 00:00:00,43
2021-11-01 00:00:00,25
2021-12-01 00:00:00,40
2022-02-01 00:00:00,20
2022-03-01 00:00:00,12
2022-04-01 00:00:00,40
2022-07-01 00:00:00,30
2022-08-01 00:00:00,74
2022-09-01 00:00:00,39
2022-10-01 00:00:00,21
2022-12-01 00:00:00,61
