,MVT_GT_El Paso TX
2015-02-01 00:00:00,28
2015-03-01 00:00:00,24
2015-04-01 00:00:00,100
2015-09-01 00:00:00,28
2015-11-01 00:00:00,20
2016-06-01 00:00:00,17
2016-09-01 00:00:00,10
2017-06-01 00:00:00,10
2017-07-01 00:00:00,20
2017-08-01 00:00:00,9
2017-09-01 00:00:00,16
2017-10-01 00:00:00,11
2018-03-01 00:00:00,12
2018-05-01 00:00:00,15
2018-06-01 00:00:00,23
2018-08-01 00:00:00,18
2018-10-01 00:00:00,17
2018-11-01 00:00:00,15
2018-12-01 00:00:00,20
2019-03-01 00:00:00,13
2019-04-01 00:00:00,10
2019-08-01 00:00:00,20
2019-09-01 00:00:00,21
2019-11-01 00:00:00,8
2020-03-01 00:00:00,9
2020-05-01 00:00:00,24
2020-12-01 00:00:00,18
2021-01-01 00:00:00,8
2021-02-01 00:00:00,8
2021-03-01 00:00:00,30
2021-05-01 00:00:00,16
2021-07-01 00:00:00,16
2021-08-01 00:00:00,19
2021-10-01 00:00:00,42
2021-12-01 00:00:00,12
2022-03-01 00:00:00,8
2022-04-01 00:00:00,20
2022-05-01 00:00:00,12
2022-06-01 00:00:00,10
2022-07-01 00:00:00,11
2022-09-01 00:00:00,17
2022-10-01 00:00:00,22
2022-12-01 00:00:00,9
