,MVT_GT_Tucson AZ
2015-02-01 00:00:00,56
2015-03-01 00:00:00,21
2015-04-01 00:00:00,17
2015-05-01 00:00:00,100
2015-10-01 00:00:00,32
2015-11-01 00:00:00,17
2015-12-01 00:00:00,26
2016-01-01 00:00:00,46
2016-02-01 00:00:00,15
2016-03-01 00:00:00,24
2016-06-01 00:00:00,18
2016-07-01 00:00:00,18
2016-08-01 00:00:00,34
2016-09-01 00:00:00,15
2017-01-01 00:00:00,22
2017-05-01 00:00:00,36
2017-08-01 00:00:00,35
2017-11-01 00:00:00,15
2018-01-01 00:00:00,15
2018-03-01 00:00:00,27
2018-04-01 00:00:00,14
2018-10-01 00:00:00,16
2018-11-01 00:00:00,25
2019-01-01 00:00:00,12
2019-02-01 00:00:00,12
2019-03-01 00:00:00,33
2019-04-01 00:00:00,32
2019-06-01 00:00:00,17
2019-08-01 00:00:00,20
2019-12-01 00:00:00,31
2020-01-01 00:00:00,21
2020-02-01 00:00:00,26
2020-03-01 00:00:00,13
2020-07-01 00:00:00,15
2020-08-01 00:00:00,13
2020-10-01 00:00:00,25
2020-12-01 00:00:00,11
2021-04-01 00:00:00,29
2021-09-01 00:00:00,14
2022-02-01 00:00:00,13
2022-03-01 00:00:00,39
2022-04-01 00:00:00,16
2022-05-01 00:00:00,10
2022-06-01 00:00:00,25
2022-08-01 00:00:00,18
2022-09-01 00:00:00,22
2022-11-01 00:00:00,11
2022-12-01 00:00:00,22
