,MVT_GT_Jacksonville FL
2015-04-01 00:00:00,44
2015-07-01 00:00:00,100
2015-10-01 00:00:00,46
2015-12-01 00:00:00,63
2016-03-01 00:00:00,30
2016-04-01 00:00:00,50
2016-06-01 00:00:00,69
2016-07-01 00:00:00,24
2016-09-01 00:00:00,93
2016-11-01 00:00:00,84
2016-12-01 00:00:00,75
2017-02-01 00:00:00,25
2017-03-01 00:00:00,22
2017-05-01 00:00:00,43
2017-06-01 00:00:00,41
2017-07-01 00:00:00,75
2017-12-01 00:00:00,51
2018-02-01 00:00:00,47
2018-04-01 00:00:00,53
2018-06-01 00:00:00,45
2018-07-01 00:00:00,36
2018-08-01 00:00:00,51
2018-09-01 00:00:00,40
2018-10-01 00:00:00,64
2018-11-01 00:00:00,27
2018-12-01 00:00:00,56
2019-01-01 00:00:00,25
2019-02-01 00:00:00,38
2019-03-01 00:00:00,25
2019-04-01 00:00:00,51
2019-05-01 00:00:00,83
2019-06-01 00:00:00,47
2019-07-01 00:00:00,31
2019-08-01 00:00:00,39
2019-09-01 00:00:00,26
2019-11-01 00:00:00,56
2019-12-01 00:00:00,29
2020-01-01 00:00:00,96
2020-02-01 00:00:00,20
2020-05-01 00:00:00,29
2020-06-01 00:00:00,43
2020-08-01 00:00:00,14
2020-09-01 00:00:00,27
2020-10-01 00:00:00,60
2020-11-01 00:00:00,32
2020-12-01 00:00:00,55
2021-01-01 00:00:00,31
2021-02-01 00:00:00,41
2021-03-01 00:00:00,28
2021-05-01 00:00:00,31
2021-06-01 00:00:00,39
2021-08-01 00:00:00,27
2021-09-01 00:00:00,33
2021-11-01 00:00:00,18
2021-12-01 00:00:00,23
2022-01-01 00:00:00,19
2022-02-01 00:00:00,14
2022-03-01 00:00:00,39
2022-04-01 00:00:00,43
2022-05-01 00:00:00,60
2022-06-01 00:00:00,41
2022-07-01 00:00:00,33
2022-08-01 00:00:00,28
2022-09-01 00:00:00,65
2022-10-01 00:00:00,18
2022-11-01 00:00:00,34
2022-12-01 00:00:00,54
