,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,44
2015-09-01 00:00:00,23
2016-01-01 00:00:00,39
2016-03-01 00:00:00,15
2016-04-01 00:00:00,17
2016-06-01 00:00:00,20
2016-07-01 00:00:00,100
2016-08-01 00:00:00,32
2016-10-01 00:00:00,23
2016-12-01 00:00:00,27
2017-04-01 00:00:00,25
2017-08-01 00:00:00,29
2017-09-01 00:00:00,27
2017-10-01 00:00:00,16
2018-03-01 00:00:00,20
2018-05-01 00:00:00,19
2018-11-01 00:00:00,21
2019-02-01 00:00:00,15
2019-06-01 00:00:00,33
2019-07-01 00:00:00,25
2019-09-01 00:00:00,23
2019-10-01 00:00:00,37
2019-11-01 00:00:00,18
2020-02-01 00:00:00,20
2020-05-01 00:00:00,13
2020-07-01 00:00:00,22
2020-09-01 00:00:00,37
2020-11-01 00:00:00,15
2021-01-01 00:00:00,20
2021-02-01 00:00:00,39
2021-03-01 00:00:00,27
2021-04-01 00:00:00,11
2021-05-01 00:00:00,21
2021-08-01 00:00:00,18
2021-09-01 00:00:00,13
2021-12-01 00:00:00,40
2022-02-01 00:00:00,27
2022-04-01 00:00:00,28
2022-08-01 00:00:00,24
2022-09-01 00:00:00,10
2022-11-01 00:00:00,16
2022-12-01 00:00:00,18
