,MVT_GT_Wichita-Hutchinson KS
2015-01-01 00:00:00,46
2015-06-01 00:00:00,42
2015-10-01 00:00:00,36
2016-01-01 00:00:00,26
2016-05-01 00:00:00,41
2016-06-01 00:00:00,45
2016-07-01 00:00:00,100
2016-08-01 00:00:00,53
2016-09-01 00:00:00,44
2016-11-01 00:00:00,94
2016-12-01 00:00:00,30
2017-01-01 00:00:00,35
2017-04-01 00:00:00,36
2017-06-01 00:00:00,34
2017-08-01 00:00:00,50
2017-10-01 00:00:00,22
2017-11-01 00:00:00,36
2017-12-01 00:00:00,25
2018-01-01 00:00:00,44
2018-02-01 00:00:00,77
2018-05-01 00:00:00,37
2018-08-01 00:00:00,86
2018-11-01 00:00:00,32
2019-03-01 00:00:00,50
2019-04-01 00:00:00,55
2019-05-01 00:00:00,52
2019-06-01 00:00:00,22
2019-07-01 00:00:00,32
2019-09-01 00:00:00,20
2019-11-01 00:00:00,37
2020-01-01 00:00:00,31
2020-06-01 00:00:00,21
2020-07-01 00:00:00,26
2020-11-01 00:00:00,58
2020-12-01 00:00:00,44
2021-01-01 00:00:00,62
2021-03-01 00:00:00,38
2021-05-01 00:00:00,27
2021-07-01 00:00:00,91
2021-08-01 00:00:00,21
2022-02-01 00:00:00,22
2022-03-01 00:00:00,25
2022-06-01 00:00:00,44
2022-07-01 00:00:00,27
2022-08-01 00:00:00,29
2022-09-01 00:00:00,52
2022-10-01 00:00:00,18
