,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,46
2015-03-01 00:00:00,72
2015-06-01 00:00:00,44
2015-09-01 00:00:00,59
2015-10-01 00:00:00,43
2015-11-01 00:00:00,39
2015-12-01 00:00:00,63
2016-01-01 00:00:00,43
2016-02-01 00:00:00,55
2016-03-01 00:00:00,37
2016-06-01 00:00:00,99
2016-07-01 00:00:00,24
2016-08-01 00:00:00,39
2016-09-01 00:00:00,53
2016-10-01 00:00:00,27
2016-11-01 00:00:00,28
2016-12-01 00:00:00,43
2017-01-01 00:00:00,34
2017-02-01 00:00:00,19
2017-03-01 00:00:00,43
2017-05-01 00:00:00,79
2017-07-01 00:00:00,28
2017-09-01 00:00:00,40
2017-10-01 00:00:00,46
2017-11-01 00:00:00,19
2017-12-01 00:00:00,63
2018-01-01 00:00:00,33
2018-02-01 00:00:00,83
2018-03-01 00:00:00,31
2018-04-01 00:00:00,43
2018-05-01 00:00:00,26
2018-06-01 00:00:00,59
2018-07-01 00:00:00,31
2018-08-01 00:00:00,30
2018-09-01 00:00:00,30
2018-10-01 00:00:00,50
2018-11-01 00:00:00,50
2019-01-01 00:00:00,16
2019-03-01 00:00:00,29
2019-05-01 00:00:00,73
2019-06-01 00:00:00,28
2019-07-01 00:00:00,38
2019-08-01 00:00:00,73
2019-09-01 00:00:00,45
2019-10-01 00:00:00,24
2019-11-01 00:00:00,33
2019-12-01 00:00:00,32
2020-01-01 00:00:00,43
2020-02-01 00:00:00,32
2020-04-01 00:00:00,26
2020-05-01 00:00:00,14
2020-06-01 00:00:00,53
2020-07-01 00:00:00,26
2020-08-01 00:00:00,100
2020-10-01 00:00:00,31
2020-11-01 00:00:00,19
2020-12-01 00:00:00,31
2021-01-01 00:00:00,25
2021-02-01 00:00:00,50
2021-05-01 00:00:00,53
2021-08-01 00:00:00,29
2021-09-01 00:00:00,33
2021-11-01 00:00:00,77
2021-12-01 00:00:00,65
2022-01-01 00:00:00,55
2022-02-01 00:00:00,32
2022-03-01 00:00:00,27
2022-04-01 00:00:00,43
2022-05-01 00:00:00,65
2022-06-01 00:00:00,80
2022-07-01 00:00:00,84
2022-08-01 00:00:00,69
2022-10-01 00:00:00,68
2022-11-01 00:00:00,57
2022-12-01 00:00:00,82
