,MVT_GT_Tucson AZ
2015-03-01 00:00:00,83
2016-01-01 00:00:00,98
2016-05-01 00:00:00,51
2016-07-01 00:00:00,53
2016-08-01 00:00:00,36
2017-01-01 00:00:00,34
2017-04-01 00:00:00,24
2017-10-01 00:00:00,40
2017-11-01 00:00:00,71
2017-12-01 00:00:00,60
2018-03-01 00:00:00,48
2018-04-01 00:00:00,36
2018-06-01 00:00:00,34
2018-07-01 00:00:00,59
2018-08-01 00:00:00,30
2018-09-01 00:00:00,33
2018-10-01 00:00:00,60
2018-12-01 00:00:00,40
2019-02-01 00:00:00,28
2019-03-01 00:00:00,57
2019-04-01 00:00:00,81
2019-07-01 00:00:00,33
2019-11-01 00:00:00,41
2020-01-01 00:00:00,22
2020-05-01 00:00:00,29
2020-06-01 00:00:00,28
2020-08-01 00:00:00,24
2020-11-01 00:00:00,40
2021-04-01 00:00:00,35
2021-05-01 00:00:00,26
2021-06-01 00:00:00,25
2021-09-01 00:00:00,32
2021-11-01 00:00:00,58
2021-12-01 00:00:00,52
2022-01-01 00:00:00,21
2022-03-01 00:00:00,81
2022-04-01 00:00:00,15
2022-05-01 00:00:00,100
2022-06-01 00:00:00,31
2022-07-01 00:00:00,27
2022-08-01 00:00:00,32
2022-09-01 00:00:00,22
2022-11-01 00:00:00,35
2022-12-01 00:00:00,46
