,MVT_GT_Louisville KY
2015-01-01 00:00:00,25
2015-05-01 00:00:00,71
2015-07-01 00:00:00,35
2015-10-01 00:00:00,70
2016-01-01 00:00:00,59
2016-06-01 00:00:00,42
2016-07-01 00:00:00,29
2016-08-01 00:00:00,32
2016-10-01 00:00:00,76
2016-11-01 00:00:00,58
2016-12-01 00:00:00,42
2017-01-01 00:00:00,28
2017-02-01 00:00:00,19
2017-03-01 00:00:00,17
2017-05-01 00:00:00,30
2017-07-01 00:00:00,25
2017-08-01 00:00:00,47
2017-09-01 00:00:00,76
2017-10-01 00:00:00,57
2017-11-01 00:00:00,22
2017-12-01 00:00:00,59
2018-01-01 00:00:00,33
2018-02-01 00:00:00,39
2018-05-01 00:00:00,43
2018-06-01 00:00:00,31
2018-07-01 00:00:00,48
2018-09-01 00:00:00,24
2018-11-01 00:00:00,36
2018-12-01 00:00:00,59
2019-01-01 00:00:00,15
2019-02-01 00:00:00,52
2019-06-01 00:00:00,61
2019-07-01 00:00:00,57
2019-08-01 00:00:00,70
2019-09-01 00:00:00,18
2019-10-01 00:00:00,22
2019-11-01 00:00:00,36
2019-12-01 00:00:00,27
2020-01-01 00:00:00,37
2020-02-01 00:00:00,66
2020-03-01 00:00:00,64
2020-04-01 00:00:00,29
2020-05-01 00:00:00,12
2020-06-01 00:00:00,41
2020-07-01 00:00:00,26
2020-08-01 00:00:00,22
2020-09-01 00:00:00,51
2020-10-01 00:00:00,73
2020-11-01 00:00:00,49
2020-12-01 00:00:00,25
2021-01-01 00:00:00,74
2021-02-01 00:00:00,23
2021-03-01 00:00:00,79
2021-04-01 00:00:00,34
2021-05-01 00:00:00,47
2021-06-01 00:00:00,43
2021-07-01 00:00:00,36
2021-08-01 00:00:00,27
2021-09-01 00:00:00,44
2021-10-01 00:00:00,100
2021-12-01 00:00:00,43
2022-01-01 00:00:00,66
2022-02-01 00:00:00,21
2022-03-01 00:00:00,30
2022-04-01 00:00:00,33
2022-06-01 00:00:00,19
2022-07-01 00:00:00,40
2022-08-01 00:00:00,63
2022-09-01 00:00:00,33
2022-10-01 00:00:00,52
2022-11-01 00:00:00,36
2022-12-01 00:00:00,36
