,MVT_GT_Tulsa OK
2015-05-01 00:00:00,61
2015-06-01 00:00:00,35
2015-09-01 00:00:00,42
2015-10-01 00:00:00,19
2015-12-01 00:00:00,7
2016-02-01 00:00:00,27
2016-05-01 00:00:00,29
2016-07-01 00:00:00,38
2016-09-01 00:00:00,18
2016-10-01 00:00:00,29
2016-11-01 00:00:00,31
2016-12-01 00:00:00,56
2017-01-01 00:00:00,26
2017-02-01 00:00:00,24
2017-04-01 00:00:00,50
2017-06-01 00:00:00,12
2017-07-01 00:00:00,64
2017-08-01 00:00:00,11
2017-09-01 00:00:00,18
2017-11-01 00:00:00,34
2018-02-01 00:00:00,18
2018-03-01 00:00:00,19
2018-04-01 00:00:00,25
2018-05-01 00:00:00,46
2018-06-01 00:00:00,47
2018-07-01 00:00:00,41
2018-08-01 00:00:00,38
2018-09-01 00:00:00,27
2018-10-01 00:00:00,37
2018-11-01 00:00:00,67
2018-12-01 00:00:00,68
2019-02-01 00:00:00,55
2019-05-01 00:00:00,39
2019-06-01 00:00:00,61
2019-08-01 00:00:00,38
2019-09-01 00:00:00,26
2019-10-01 00:00:00,50
2019-11-01 00:00:00,41
2019-12-01 00:00:00,58
2020-01-01 00:00:00,23
2020-02-01 00:00:00,40
2020-03-01 00:00:00,16
2020-05-01 00:00:00,12
2020-06-01 00:00:00,26
2020-07-01 00:00:00,30
2020-11-01 00:00:00,42
2021-02-01 00:00:00,36
2021-03-01 00:00:00,24
2021-04-01 00:00:00,52
2021-07-01 00:00:00,100
2021-09-01 00:00:00,40
2021-10-01 00:00:00,20
2022-01-01 00:00:00,35
2022-02-01 00:00:00,27
2022-04-01 00:00:00,15
2022-05-01 00:00:00,22
2022-06-01 00:00:00,26
2022-07-01 00:00:00,16
2022-09-01 00:00:00,40
2022-10-01 00:00:00,32
2022-11-01 00:00:00,19
