,MVT_GT_Omaha NE
2015-02-01 00:00:00,28
2015-03-01 00:00:00,36
2015-04-01 00:00:00,47
2015-07-01 00:00:00,38
2015-10-01 00:00:00,76
2015-11-01 00:00:00,34
2015-12-01 00:00:00,39
2016-01-01 00:00:00,42
2016-05-01 00:00:00,26
2016-06-01 00:00:00,36
2016-07-01 00:00:00,83
2016-08-01 00:00:00,100
2016-09-01 00:00:00,21
2016-10-01 00:00:00,24
2016-11-01 00:00:00,28
2016-12-01 00:00:00,48
2017-04-01 00:00:00,58
2017-05-01 00:00:00,19
2017-06-01 00:00:00,23
2017-07-01 00:00:00,38
2017-08-01 00:00:00,28
2017-09-01 00:00:00,25
2017-10-01 00:00:00,18
2017-11-01 00:00:00,24
2018-01-01 00:00:00,58
2018-02-01 00:00:00,26
2018-03-01 00:00:00,22
2018-04-01 00:00:00,31
2018-05-01 00:00:00,50
2018-07-01 00:00:00,21
2018-08-01 00:00:00,33
2018-09-01 00:00:00,37
2018-10-01 00:00:00,36
2019-04-01 00:00:00,31
2019-05-01 00:00:00,52
2019-06-01 00:00:00,23
2019-07-01 00:00:00,50
2019-09-01 00:00:00,25
2019-10-01 00:00:00,43
2019-11-01 00:00:00,49
2019-12-01 00:00:00,17
2020-01-01 00:00:00,26
2020-02-01 00:00:00,53
2020-05-01 00:00:00,63
2020-06-01 00:00:00,32
2020-08-01 00:00:00,16
2020-09-01 00:00:00,41
2020-10-01 00:00:00,57
2020-11-01 00:00:00,23
2020-12-01 00:00:00,34
2021-01-01 00:00:00,21
2021-02-01 00:00:00,40
2021-03-01 00:00:00,23
2021-04-01 00:00:00,31
2021-05-01 00:00:00,47
2021-08-01 00:00:00,78
2021-10-01 00:00:00,28
2021-11-01 00:00:00,63
2021-12-01 00:00:00,67
2022-02-01 00:00:00,47
2022-03-01 00:00:00,15
2022-04-01 00:00:00,64
2022-05-01 00:00:00,30
2022-06-01 00:00:00,50
2022-07-01 00:00:00,37
2022-08-01 00:00:00,34
2022-09-01 00:00:00,43
2022-10-01 00:00:00,29
2022-11-01 00:00:00,50
2022-12-01 00:00:00,47
