,MVT_GT_El Paso TX
2015-07-01 00:00:00,56
2016-01-01 00:00:00,32
2016-02-01 00:00:00,62
2016-04-01 00:00:00,39
2016-05-01 00:00:00,100
2016-06-01 00:00:00,69
2016-10-01 00:00:00,44
2017-01-01 00:00:00,58
2017-04-01 00:00:00,37
2017-06-01 00:00:00,51
2017-07-01 00:00:00,29
2017-08-01 00:00:00,63
2017-09-01 00:00:00,49
2017-10-01 00:00:00,90
2018-02-01 00:00:00,41
2018-04-01 00:00:00,43
2018-08-01 00:00:00,37
2019-01-01 00:00:00,40
2019-03-01 00:00:00,70
2019-05-01 00:00:00,32
2019-07-01 00:00:00,26
2019-08-01 00:00:00,31
2020-05-01 00:00:00,59
2020-06-01 00:00:00,21
2020-07-01 00:00:00,26
2020-10-01 00:00:00,23
2020-12-01 00:00:00,53
2021-01-01 00:00:00,22
2021-02-01 00:00:00,26
2021-05-01 00:00:00,31
2021-07-01 00:00:00,50
2021-08-01 00:00:00,21
2021-09-01 00:00:00,79
2021-12-01 00:00:00,52
2022-03-01 00:00:00,39
2022-04-01 00:00:00,54
2022-05-01 00:00:00,57
2022-08-01 00:00:00,28
2022-09-01 00:00:00,53
2022-10-01 00:00:00,36
2022-12-01 00:00:00,49
