,MVT_GT_El Paso TX
2015-05-01 00:00:00,100
2015-08-01 00:00:00,23
2016-04-01 00:00:00,18
2016-10-01 00:00:00,35
2016-11-01 00:00:00,15
2017-01-01 00:00:00,50
2017-06-01 00:00:00,22
2017-11-01 00:00:00,13
2018-03-01 00:00:00,27
2018-05-01 00:00:00,15
2018-06-01 00:00:00,48
2018-09-01 00:00:00,32
2019-03-01 00:00:00,19
2019-04-01 00:00:00,12
2019-07-01 00:00:00,18
2019-08-01 00:00:00,19
2020-01-01 00:00:00,51
2020-02-01 00:00:00,10
2020-03-01 00:00:00,15
2020-05-01 00:00:00,19
2020-06-01 00:00:00,13
2020-10-01 00:00:00,12
2020-12-01 00:00:00,21
2021-01-01 00:00:00,13
2021-02-01 00:00:00,18
2021-04-01 00:00:00,12
2021-05-01 00:00:00,19
2021-06-01 00:00:00,17
2021-07-01 00:00:00,28
2021-08-01 00:00:00,53
2021-12-01 00:00:00,16
2022-01-01 00:00:00,11
2022-04-01 00:00:00,26
2022-05-01 00:00:00,12
2022-07-01 00:00:00,10
2022-09-01 00:00:00,48
2022-10-01 00:00:00,13
2022-12-01 00:00:00,13
