,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-02-01 00:00:00,57
2015-07-01 00:00:00,49
2015-08-01 00:00:00,56
2015-09-01 00:00:00,33
2015-11-01 00:00:00,23
2015-12-01 00:00:00,41
2016-01-01 00:00:00,22
2016-02-01 00:00:00,23
2016-03-01 00:00:00,36
2016-05-01 00:00:00,100
2016-06-01 00:00:00,34
2016-08-01 00:00:00,15
2016-09-01 00:00:00,17
2016-10-01 00:00:00,44
2016-11-01 00:00:00,46
2016-12-01 00:00:00,24
2017-03-01 00:00:00,24
2017-04-01 00:00:00,24
2017-05-01 00:00:00,39
2017-07-01 00:00:00,17
2017-08-01 00:00:00,27
2017-09-01 00:00:00,18
2017-10-01 00:00:00,13
2017-11-01 00:00:00,27
2017-12-01 00:00:00,23
2018-01-01 00:00:00,24
2018-02-01 00:00:00,38
2018-03-01 00:00:00,21
2018-04-01 00:00:00,20
2018-05-01 00:00:00,51
2018-06-01 00:00:00,40
2018-07-01 00:00:00,35
2018-08-01 00:00:00,50
2018-11-01 00:00:00,19
2019-01-01 00:00:00,26
2019-02-01 00:00:00,19
2019-03-01 00:00:00,46
2019-05-01 00:00:00,38
2019-06-01 00:00:00,25
2019-07-01 00:00:00,34
2019-08-01 00:00:00,36
2019-09-01 00:00:00,27
2019-10-01 00:00:00,21
2020-01-01 00:00:00,23
2020-02-01 00:00:00,16
2020-03-01 00:00:00,13
2020-04-01 00:00:00,16
2020-05-01 00:00:00,31
2020-06-01 00:00:00,29
2020-07-01 00:00:00,22
2020-08-01 00:00:00,28
2020-09-01 00:00:00,14
2020-10-01 00:00:00,31
2020-11-01 00:00:00,14
2021-01-01 00:00:00,17
2021-02-01 00:00:00,50
2021-04-01 00:00:00,12
2021-05-01 00:00:00,66
2021-07-01 00:00:00,37
2021-08-01 00:00:00,42
2021-09-01 00:00:00,41
2021-10-01 00:00:00,20
2021-11-01 00:00:00,50
2021-12-01 00:00:00,75
2022-01-01 00:00:00,53
2022-02-01 00:00:00,28
2022-03-01 00:00:00,43
2022-04-01 00:00:00,33
2022-05-01 00:00:00,44
2022-06-01 00:00:00,84
2022-07-01 00:00:00,57
2022-08-01 00:00:00,49
2022-09-01 00:00:00,14
2022-10-01 00:00:00,42
2022-11-01 00:00:00,41
2022-12-01 00:00:00,61
