,MVT_GT_Louisville KY
2015-02-01 00:00:00,40
2015-03-01 00:00:00,100
2015-05-01 00:00:00,75
2015-07-01 00:00:00,37
2015-09-01 00:00:00,87
2016-01-01 00:00:00,38
2016-02-01 00:00:00,43
2016-04-01 00:00:00,46
2016-05-01 00:00:00,41
2016-06-01 00:00:00,22
2016-08-01 00:00:00,52
2016-10-01 00:00:00,98
2016-11-01 00:00:00,56
2016-12-01 00:00:00,58
2017-01-01 00:00:00,35
2017-02-01 00:00:00,26
2017-03-01 00:00:00,21
2017-04-01 00:00:00,40
2017-05-01 00:00:00,73
2017-06-01 00:00:00,31
2017-08-01 00:00:00,59
2017-09-01 00:00:00,39
2017-10-01 00:00:00,83
2017-11-01 00:00:00,60
2017-12-01 00:00:00,31
2018-01-01 00:00:00,43
2018-04-01 00:00:00,21
2018-05-01 00:00:00,51
2018-09-01 00:00:00,37
2018-12-01 00:00:00,76
2019-02-01 00:00:00,66
2019-05-01 00:00:00,49
2019-06-01 00:00:00,67
2019-07-01 00:00:00,19
2019-08-01 00:00:00,78
2019-11-01 00:00:00,18
2019-12-01 00:00:00,44
2020-01-01 00:00:00,30
2020-02-01 00:00:00,46
2020-03-01 00:00:00,52
2020-04-01 00:00:00,36
2020-05-01 00:00:00,21
2020-06-01 00:00:00,52
2020-07-01 00:00:00,17
2020-08-01 00:00:00,30
2020-09-01 00:00:00,18
2020-10-01 00:00:00,23
2020-11-01 00:00:00,66
2021-01-01 00:00:00,17
2021-02-01 00:00:00,21
2021-03-01 00:00:00,50
2021-04-01 00:00:00,38
2021-06-01 00:00:00,32
2021-07-01 00:00:00,55
2021-08-01 00:00:00,41
2021-10-01 00:00:00,22
2021-11-01 00:00:00,31
2021-12-01 00:00:00,44
2022-01-01 00:00:00,58
2022-02-01 00:00:00,58
2022-03-01 00:00:00,37
2022-04-01 00:00:00,21
2022-06-01 00:00:00,38
2022-07-01 00:00:00,23
2022-08-01 00:00:00,54
2022-09-01 00:00:00,59
2022-10-01 00:00:00,35
2022-11-01 00:00:00,27
2022-12-01 00:00:00,29
