,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,46
2015-02-01 00:00:00,40
2015-08-01 00:00:00,21
2015-09-01 00:00:00,100
2016-07-01 00:00:00,23
2016-09-01 00:00:00,27
2016-10-01 00:00:00,54
2017-03-01 00:00:00,16
2017-04-01 00:00:00,18
2017-07-01 00:00:00,12
2017-08-01 00:00:00,13
2017-09-01 00:00:00,53
2017-10-01 00:00:00,28
2017-11-01 00:00:00,10
2018-02-01 00:00:00,15
2018-06-01 00:00:00,33
2018-09-01 00:00:00,19
2018-11-01 00:00:00,23
2019-06-01 00:00:00,21
2019-07-01 00:00:00,21
2019-10-01 00:00:00,19
2020-01-01 00:00:00,30
2020-02-01 00:00:00,13
2020-03-01 00:00:00,23
2020-04-01 00:00:00,12
2020-05-01 00:00:00,13
2020-06-01 00:00:00,28
2020-07-01 00:00:00,9
2020-08-01 00:00:00,23
2020-09-01 00:00:00,15
2020-11-01 00:00:00,15
2020-12-01 00:00:00,10
2021-01-01 00:00:00,28
2021-02-01 00:00:00,15
2021-03-01 00:00:00,12
2021-04-01 00:00:00,21
2021-05-01 00:00:00,14
2021-06-01 00:00:00,35
2021-07-01 00:00:00,27
2021-08-01 00:00:00,12
2021-09-01 00:00:00,12
2021-11-01 00:00:00,18
2022-02-01 00:00:00,55
2022-04-01 00:00:00,21
2022-05-01 00:00:00,8
2022-06-01 00:00:00,8
2022-08-01 00:00:00,18
2022-09-01 00:00:00,22
2022-12-01 00:00:00,25
