,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,40
2015-06-01 00:00:00,82
2016-01-01 00:00:00,47
2016-02-01 00:00:00,45
2016-05-01 00:00:00,24
2016-06-01 00:00:00,100
2016-07-01 00:00:00,43
2016-08-01 00:00:00,36
2016-12-01 00:00:00,44
2017-01-01 00:00:00,89
2017-02-01 00:00:00,41
2017-05-01 00:00:00,18
2017-07-01 00:00:00,38
2017-08-01 00:00:00,20
2017-09-01 00:00:00,44
2017-11-01 00:00:00,30
2017-12-01 00:00:00,39
2018-01-01 00:00:00,17
2018-02-01 00:00:00,22
2018-04-01 00:00:00,51
2018-05-01 00:00:00,48
2018-08-01 00:00:00,30
2018-09-01 00:00:00,26
2018-11-01 00:00:00,32
2018-12-01 00:00:00,19
2019-01-01 00:00:00,35
2019-02-01 00:00:00,23
2019-03-01 00:00:00,22
2019-04-01 00:00:00,63
2019-06-01 00:00:00,32
2019-07-01 00:00:00,53
2019-08-01 00:00:00,40
2019-10-01 00:00:00,22
2019-11-01 00:00:00,48
2019-12-01 00:00:00,29
2020-01-01 00:00:00,40
2020-02-01 00:00:00,19
2020-04-01 00:00:00,42
2020-06-01 00:00:00,63
2020-07-01 00:00:00,24
2020-08-01 00:00:00,47
2020-09-01 00:00:00,14
2020-10-01 00:00:00,17
2020-11-01 00:00:00,27
2020-12-01 00:00:00,21
2021-01-01 00:00:00,97
2021-02-01 00:00:00,41
2021-03-01 00:00:00,38
2021-05-01 00:00:00,28
2021-07-01 00:00:00,27
2021-09-01 00:00:00,52
2021-11-01 00:00:00,17
2021-12-01 00:00:00,28
2022-02-01 00:00:00,17
2022-03-01 00:00:00,40
2022-04-01 00:00:00,13
2022-05-01 00:00:00,57
2022-07-01 00:00:00,30
2022-08-01 00:00:00,21
2022-09-01 00:00:00,21
