,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,96
2015-12-01 00:00:00,36
2016-01-01 00:00:00,66
2016-02-01 00:00:00,25
2016-05-01 00:00:00,22
2016-06-01 00:00:00,23
2016-07-01 00:00:00,35
2016-10-01 00:00:00,42
2017-02-01 00:00:00,26
2017-03-01 00:00:00,28
2017-04-01 00:00:00,82
2017-05-01 00:00:00,29
2017-07-01 00:00:00,28
2017-08-01 00:00:00,65
2017-09-01 00:00:00,40
2017-10-01 00:00:00,69
2017-11-01 00:00:00,68
2017-12-01 00:00:00,29
2018-02-01 00:00:00,19
2018-05-01 00:00:00,27
2018-06-01 00:00:00,42
2018-09-01 00:00:00,30
2018-11-01 00:00:00,50
2019-02-01 00:00:00,48
2019-04-01 00:00:00,26
2019-06-01 00:00:00,19
2019-07-01 00:00:00,32
2019-08-01 00:00:00,42
2019-10-01 00:00:00,17
2019-12-01 00:00:00,20
2020-03-01 00:00:00,49
2020-05-01 00:00:00,34
2020-06-01 00:00:00,25
2020-07-01 00:00:00,70
2020-08-01 00:00:00,47
2020-11-01 00:00:00,31
2020-12-01 00:00:00,37
2021-05-01 00:00:00,26
2021-07-01 00:00:00,45
2021-10-01 00:00:00,24
2021-11-01 00:00:00,44
2022-02-01 00:00:00,42
2022-03-01 00:00:00,13
2022-04-01 00:00:00,44
2022-05-01 00:00:00,55
2022-07-01 00:00:00,100
2022-08-01 00:00:00,43
2022-09-01 00:00:00,24
2022-12-01 00:00:00,56
