,MVT_GT_Wichita-Hutchinson KS
2015-03-01 00:00:00,81
2015-05-01 00:00:00,79
2015-06-01 00:00:00,44
2015-07-01 00:00:00,46
2015-10-01 00:00:00,63
2015-11-01 00:00:00,37
2016-01-01 00:00:00,56
2016-09-01 00:00:00,48
2017-04-01 00:00:00,35
2017-05-01 00:00:00,28
2017-06-01 00:00:00,84
2017-08-01 00:00:00,36
2017-12-01 00:00:00,37
2018-05-01 00:00:00,42
2018-07-01 00:00:00,22
2018-09-01 00:00:00,55
2018-10-01 00:00:00,30
2018-11-01 00:00:00,89
2019-02-01 00:00:00,29
2019-04-01 00:00:00,68
2019-05-01 00:00:00,37
2019-06-01 00:00:00,54
2019-09-01 00:00:00,32
2019-11-01 00:00:00,41
2019-12-01 00:00:00,62
2020-01-01 00:00:00,23
2020-02-01 00:00:00,22
2020-04-01 00:00:00,19
2020-11-01 00:00:00,39
2020-12-01 00:00:00,39
2021-01-01 00:00:00,56
2021-06-01 00:00:00,46
2021-07-01 00:00:00,59
2021-08-01 00:00:00,39
2021-09-01 00:00:00,30
2021-10-01 00:00:00,43
2021-11-01 00:00:00,28
2022-02-01 00:00:00,100
2022-03-01 00:00:00,31
2022-06-01 00:00:00,21
2022-07-01 00:00:00,32
2022-08-01 00:00:00,30
2022-09-01 00:00:00,25
2022-10-01 00:00:00,21
2022-11-01 00:00:00,17
