,MVT_GT_Colorado Springs-Pueblo CO
2015-08-01 00:00:00,100
2015-10-01 00:00:00,40
2016-01-01 00:00:00,52
2016-04-01 00:00:00,21
2016-05-01 00:00:00,45
2016-09-01 00:00:00,26
2016-12-01 00:00:00,30
2017-01-01 00:00:00,19
2017-02-01 00:00:00,33
2017-05-01 00:00:00,27
2017-08-01 00:00:00,35
2017-10-01 00:00:00,20
2017-11-01 00:00:00,40
2018-02-01 00:00:00,20
2018-05-01 00:00:00,37
2018-06-01 00:00:00,19
2018-09-01 00:00:00,40
2018-11-01 00:00:00,59
2019-01-01 00:00:00,45
2019-03-01 00:00:00,94
2019-05-01 00:00:00,63
2019-06-01 00:00:00,37
2019-07-01 00:00:00,76
2019-10-01 00:00:00,41
2019-11-01 00:00:00,46
2020-01-01 00:00:00,55
2020-07-01 00:00:00,31
2020-08-01 00:00:00,15
2020-10-01 00:00:00,22
2020-11-01 00:00:00,18
2020-12-01 00:00:00,15
2021-02-01 00:00:00,76
2021-03-01 00:00:00,38
2021-07-01 00:00:00,41
2022-02-01 00:00:00,43
2022-03-01 00:00:00,47
2022-04-01 00:00:00,41
2022-05-01 00:00:00,39
2022-06-01 00:00:00,18
2022-07-01 00:00:00,40
2022-08-01 00:00:00,92
2022-09-01 00:00:00,30
2022-11-01 00:00:00,26
