,MVT_GT_Albuquerque-Santa Fe NM
2015-02-01 00:00:00,33
2015-03-01 00:00:00,72
2015-05-01 00:00:00,100
2015-08-01 00:00:00,86
2015-10-01 00:00:00,36
2015-11-01 00:00:00,27
2015-12-01 00:00:00,54
2016-01-01 00:00:00,58
2016-03-01 00:00:00,38
2016-04-01 00:00:00,24
2016-05-01 00:00:00,19
2016-06-01 00:00:00,34
2016-07-01 00:00:00,41
2016-08-01 00:00:00,41
2016-09-01 00:00:00,23
2016-10-01 00:00:00,33
2016-11-01 00:00:00,34
2016-12-01 00:00:00,17
2017-01-01 00:00:00,18
2017-02-01 00:00:00,57
2017-03-01 00:00:00,20
2017-04-01 00:00:00,22
2017-05-01 00:00:00,53
2017-06-01 00:00:00,36
2017-07-01 00:00:00,82
2017-08-01 00:00:00,38
2017-09-01 00:00:00,60
2017-10-01 00:00:00,86
2017-11-01 00:00:00,40
2017-12-01 00:00:00,28
2018-01-01 00:00:00,34
2018-03-01 00:00:00,32
2018-04-01 00:00:00,62
2018-05-01 00:00:00,32
2018-06-01 00:00:00,32
2018-07-01 00:00:00,48
2018-08-01 00:00:00,26
2018-09-01 00:00:00,23
2018-10-01 00:00:00,29
2018-11-01 00:00:00,20
2018-12-01 00:00:00,24
2019-01-01 00:00:00,34
2019-02-01 00:00:00,29
2019-03-01 00:00:00,55
2019-04-01 00:00:00,38
2019-05-01 00:00:00,36
2019-06-01 00:00:00,19
2019-07-01 00:00:00,30
2019-08-01 00:00:00,32
2019-09-01 00:00:00,59
2019-10-01 00:00:00,28
2019-12-01 00:00:00,20
2020-01-01 00:00:00,31
2020-03-01 00:00:00,47
2020-06-01 00:00:00,34
2020-07-01 00:00:00,27
2020-09-01 00:00:00,28
2020-11-01 00:00:00,40
2020-12-01 00:00:00,35
2021-01-01 00:00:00,14
2021-02-01 00:00:00,27
2021-03-01 00:00:00,33
2021-04-01 00:00:00,55
2021-05-01 00:00:00,12
2021-06-01 00:00:00,60
2021-07-01 00:00:00,26
2021-08-01 00:00:00,29
2021-09-01 00:00:00,25
2021-10-01 00:00:00,24
2021-11-01 00:00:00,14
2021-12-01 00:00:00,61
2022-01-01 00:00:00,35
2022-02-01 00:00:00,63
2022-03-01 00:00:00,17
2022-04-01 00:00:00,36
2022-05-01 00:00:00,53
2022-06-01 00:00:00,28
2022-07-01 00:00:00,17
2022-08-01 00:00:00,16
2022-09-01 00:00:00,47
2022-10-01 00:00:00,39
2022-11-01 00:00:00,32
2022-12-01 00:00:00,25
