,MVT_GT_Albuquerque-Santa Fe NM
2015-03-01 00:00:00,65
2015-04-01 00:00:00,68
2015-06-01 00:00:00,27
2015-07-01 00:00:00,28
2015-08-01 00:00:00,77
2015-09-01 00:00:00,32
2016-01-01 00:00:00,55
2016-02-01 00:00:00,40
2016-07-01 00:00:00,42
2016-08-01 00:00:00,32
2016-09-01 00:00:00,31
2016-10-01 00:00:00,23
2016-11-01 00:00:00,36
2016-12-01 00:00:00,37
2017-01-01 00:00:00,73
2017-02-01 00:00:00,100
2017-05-01 00:00:00,31
2017-06-01 00:00:00,24
2017-07-01 00:00:00,62
2017-08-01 00:00:00,35
2017-09-01 00:00:00,48
2017-10-01 00:00:00,51
2017-11-01 00:00:00,35
2018-01-01 00:00:00,13
2018-03-01 00:00:00,18
2018-04-01 00:00:00,74
2018-05-01 00:00:00,42
2018-06-01 00:00:00,27
2018-07-01 00:00:00,55
2018-08-01 00:00:00,42
2018-09-01 00:00:00,21
2018-10-01 00:00:00,23
2018-11-01 00:00:00,15
2018-12-01 00:00:00,19
2019-01-01 00:00:00,39
2019-02-01 00:00:00,24
2019-03-01 00:00:00,31
2019-04-01 00:00:00,17
2019-05-01 00:00:00,37
2019-06-01 00:00:00,14
2019-07-01 00:00:00,55
2019-08-01 00:00:00,51
2019-09-01 00:00:00,36
2019-11-01 00:00:00,40
2019-12-01 00:00:00,22
2020-01-01 00:00:00,31
2020-02-01 00:00:00,19
2020-03-01 00:00:00,15
2020-04-01 00:00:00,17
2020-06-01 00:00:00,49
2020-07-01 00:00:00,29
2020-08-01 00:00:00,17
2020-09-01 00:00:00,29
2020-10-01 00:00:00,35
2020-11-01 00:00:00,32
2021-01-01 00:00:00,25
2021-02-01 00:00:00,15
2021-03-01 00:00:00,29
2021-04-01 00:00:00,40
2021-05-01 00:00:00,34
2021-06-01 00:00:00,64
2021-07-01 00:00:00,28
2021-08-01 00:00:00,31
2021-09-01 00:00:00,16
2021-10-01 00:00:00,42
2021-12-01 00:00:00,65
2022-01-01 00:00:00,83
2022-02-01 00:00:00,56
2022-03-01 00:00:00,53
2022-04-01 00:00:00,12
2022-05-01 00:00:00,38
2022-06-01 00:00:00,39
2022-07-01 00:00:00,38
2022-08-01 00:00:00,24
2022-09-01 00:00:00,22
2022-10-01 00:00:00,56
