,MVT_GT_Memphis TN
2015-01-01 00:00:00,69
2015-04-01 00:00:00,30
2015-07-01 00:00:00,91
2015-08-01 00:00:00,55
2016-01-01 00:00:00,31
2016-02-01 00:00:00,40
2016-05-01 00:00:00,23
2016-06-01 00:00:00,28
2016-07-01 00:00:00,52
2016-08-01 00:00:00,26
2016-09-01 00:00:00,55
2016-11-01 00:00:00,48
2017-01-01 00:00:00,55
2017-02-01 00:00:00,71
2017-04-01 00:00:00,17
2017-05-01 00:00:00,80
2017-06-01 00:00:00,23
2017-07-01 00:00:00,28
2017-08-01 00:00:00,28
2017-10-01 00:00:00,55
2017-11-01 00:00:00,44
2017-12-01 00:00:00,20
2018-01-01 00:00:00,50
2018-02-01 00:00:00,35
2018-03-01 00:00:00,76
2018-04-01 00:00:00,53
2018-05-01 00:00:00,45
2018-06-01 00:00:00,27
2018-07-01 00:00:00,57
2018-08-01 00:00:00,24
2018-09-01 00:00:00,35
2018-10-01 00:00:00,37
2018-12-01 00:00:00,21
2019-01-01 00:00:00,31
2019-02-01 00:00:00,65
2019-03-01 00:00:00,39
2019-05-01 00:00:00,34
2019-06-01 00:00:00,28
2019-08-01 00:00:00,51
2019-09-01 00:00:00,82
2019-10-01 00:00:00,44
2019-11-01 00:00:00,100
2019-12-01 00:00:00,28
2020-01-01 00:00:00,28
2020-02-01 00:00:00,27
2020-04-01 00:00:00,17
2020-05-01 00:00:00,18
2020-06-01 00:00:00,16
2020-07-01 00:00:00,44
2020-08-01 00:00:00,54
2020-09-01 00:00:00,53
2020-10-01 00:00:00,49
2020-11-01 00:00:00,30
2020-12-01 00:00:00,48
2021-01-01 00:00:00,22
2021-02-01 00:00:00,30
2021-04-01 00:00:00,41
2021-06-01 00:00:00,38
2021-07-01 00:00:00,43
2021-08-01 00:00:00,50
2021-09-01 00:00:00,39
2021-10-01 00:00:00,38
2021-11-01 00:00:00,37
2021-12-01 00:00:00,43
2022-02-01 00:00:00,36
2022-03-01 00:00:00,28
2022-05-01 00:00:00,50
2022-06-01 00:00:00,30
2022-07-01 00:00:00,97
2022-08-01 00:00:00,31
2022-09-01 00:00:00,37
2022-10-01 00:00:00,51
2022-11-01 00:00:00,44
2022-12-01 00:00:00,51
