,MVT_GT_El Paso TX
2015-04-01 00:00:00,96
2015-10-01 00:00:00,60
2016-01-01 00:00:00,40
2016-02-01 00:00:00,37
2016-03-01 00:00:00,37
2016-04-01 00:00:00,46
2016-06-01 00:00:00,44
2016-12-01 00:00:00,31
2017-01-01 00:00:00,58
2017-02-01 00:00:00,57
2017-06-01 00:00:00,50
2017-07-01 00:00:00,38
2017-11-01 00:00:00,41
2018-02-01 00:00:00,44
2018-03-01 00:00:00,39
2018-06-01 00:00:00,27
2018-09-01 00:00:00,93
2018-11-01 00:00:00,31
2019-06-01 00:00:00,64
2019-08-01 00:00:00,54
2019-09-01 00:00:00,43
2020-01-01 00:00:00,24
2020-02-01 00:00:00,24
2020-05-01 00:00:00,38
2020-07-01 00:00:00,36
2020-08-01 00:00:00,45
2020-10-01 00:00:00,28
2020-12-01 00:00:00,100
2021-03-01 00:00:00,39
2021-04-01 00:00:00,56
2021-05-01 00:00:00,35
2021-06-01 00:00:00,63
2021-07-01 00:00:00,34
2021-08-01 00:00:00,33
2021-09-01 00:00:00,70
2021-10-01 00:00:00,30
2021-12-01 00:00:00,36
2022-02-01 00:00:00,70
2022-03-01 00:00:00,62
2022-04-01 00:00:00,80
2022-05-01 00:00:00,20
2022-07-01 00:00:00,46
2022-09-01 00:00:00,23
2022-10-01 00:00:00,51
2022-12-01 00:00:00,64
