,MVT_GT_Louisville KY
2015-03-01 00:00:00,51
2015-05-01 00:00:00,54
2015-08-01 00:00:00,77
2015-09-01 00:00:00,100
2015-10-01 00:00:00,66
2015-12-01 00:00:00,66
2016-01-01 00:00:00,80
2016-04-01 00:00:00,70
2016-05-01 00:00:00,35
2016-06-01 00:00:00,27
2016-07-01 00:00:00,27
2016-08-01 00:00:00,52
2016-10-01 00:00:00,75
2016-11-01 00:00:00,32
2016-12-01 00:00:00,48
2017-01-01 00:00:00,28
2017-02-01 00:00:00,45
2017-05-01 00:00:00,35
2017-07-01 00:00:00,59
2017-08-01 00:00:00,46
2017-09-01 00:00:00,29
2017-10-01 00:00:00,80
2017-11-01 00:00:00,66
2018-01-01 00:00:00,50
2018-05-01 00:00:00,63
2018-06-01 00:00:00,34
2018-08-01 00:00:00,23
2018-09-01 00:00:00,84
2018-10-01 00:00:00,21
2018-11-01 00:00:00,39
2018-12-01 00:00:00,33
2019-01-01 00:00:00,21
2019-02-01 00:00:00,20
2019-03-01 00:00:00,28
2019-04-01 00:00:00,20
2019-05-01 00:00:00,20
2019-06-01 00:00:00,24
2019-07-01 00:00:00,55
2019-08-01 00:00:00,61
2019-09-01 00:00:00,36
2019-10-01 00:00:00,33
2019-12-01 00:00:00,25
2020-01-01 00:00:00,20
2020-02-01 00:00:00,52
2020-03-01 00:00:00,61
2020-04-01 00:00:00,22
2020-05-01 00:00:00,46
2020-06-01 00:00:00,85
2020-08-01 00:00:00,20
2020-09-01 00:00:00,46
2020-10-01 00:00:00,63
2020-11-01 00:00:00,94
2020-12-01 00:00:00,53
2021-01-01 00:00:00,96
2021-02-01 00:00:00,66
2021-03-01 00:00:00,68
2021-04-01 00:00:00,38
2021-05-01 00:00:00,23
2021-06-01 00:00:00,48
2021-07-01 00:00:00,76
2021-08-01 00:00:00,74
2021-09-01 00:00:00,33
2021-10-01 00:00:00,30
2021-11-01 00:00:00,87
2021-12-01 00:00:00,31
2022-01-01 00:00:00,96
2022-02-01 00:00:00,74
2022-03-01 00:00:00,45
2022-04-01 00:00:00,67
2022-07-01 00:00:00,43
2022-08-01 00:00:00,58
2022-09-01 00:00:00,51
2022-10-01 00:00:00,71
2022-11-01 00:00:00,50
