,MVT_GT_Memphis TN
2015-08-01 00:00:00,72
2015-12-01 00:00:00,83
2016-02-01 00:00:00,34
2016-03-01 00:00:00,24
2016-06-01 00:00:00,64
2016-07-01 00:00:00,45
2016-08-01 00:00:00,32
2016-09-01 00:00:00,47
2016-11-01 00:00:00,50
2016-12-01 00:00:00,46
2017-04-01 00:00:00,65
2017-05-01 00:00:00,59
2017-06-01 00:00:00,25
2017-07-01 00:00:00,21
2017-08-01 00:00:00,40
2017-10-01 00:00:00,62
2017-11-01 00:00:00,60
2017-12-01 00:00:00,46
2018-01-01 00:00:00,48
2018-02-01 00:00:00,54
2018-03-01 00:00:00,57
2018-04-01 00:00:00,29
2018-06-01 00:00:00,29
2018-07-01 00:00:00,78
2018-08-01 00:00:00,55
2018-10-01 00:00:00,24
2018-11-01 00:00:00,48
2018-12-01 00:00:00,43
2019-02-01 00:00:00,45
2019-03-01 00:00:00,25
2019-04-01 00:00:00,22
2019-05-01 00:00:00,35
2019-06-01 00:00:00,57
2019-08-01 00:00:00,27
2019-09-01 00:00:00,23
2019-11-01 00:00:00,46
2019-12-01 00:00:00,53
2020-01-01 00:00:00,51
2020-05-01 00:00:00,25
2020-06-01 00:00:00,64
2020-07-01 00:00:00,35
2020-08-01 00:00:00,43
2020-09-01 00:00:00,49
2020-11-01 00:00:00,39
2020-12-01 00:00:00,39
2021-01-01 00:00:00,23
2021-02-01 00:00:00,37
2021-04-01 00:00:00,39
2021-06-01 00:00:00,19
2021-07-01 00:00:00,75
2021-08-01 00:00:00,55
2021-09-01 00:00:00,36
2021-11-01 00:00:00,24
2021-12-01 00:00:00,32
2022-01-01 00:00:00,22
2022-02-01 00:00:00,69
2022-03-01 00:00:00,19
2022-04-01 00:00:00,85
2022-05-01 00:00:00,53
2022-06-01 00:00:00,45
2022-07-01 00:00:00,56
2022-08-01 00:00:00,61
2022-09-01 00:00:00,51
2022-10-01 00:00:00,82
2022-11-01 00:00:00,64
2022-12-01 00:00:00,100
