,MVT_GT_Bakersfield CA
2015-01-01 00:00:00,47
2016-01-01 00:00:00,41
2016-06-01 00:00:00,23
2016-07-01 00:00:00,27
2016-08-01 00:00:00,35
2016-09-01 00:00:00,70
2016-10-01 00:00:00,42
2016-12-01 00:00:00,48
2017-02-01 00:00:00,31
2017-03-01 00:00:00,75
2017-04-01 00:00:00,43
2017-05-01 00:00:00,20
2017-06-01 00:00:00,19
2017-08-01 00:00:00,21
2017-09-01 00:00:00,34
2017-11-01 00:00:00,42
2017-12-01 00:00:00,20
2018-03-01 00:00:00,100
2018-06-01 00:00:00,33
2018-07-01 00:00:00,37
2018-10-01 00:00:00,50
2019-04-01 00:00:00,39
2019-07-01 00:00:00,17
2019-08-01 00:00:00,57
2019-10-01 00:00:00,23
2019-12-01 00:00:00,66
2020-01-01 00:00:00,50
2020-03-01 00:00:00,16
2020-04-01 00:00:00,85
2020-07-01 00:00:00,30
2020-08-01 00:00:00,18
2020-09-01 00:00:00,22
2020-11-01 00:00:00,25
2021-01-01 00:00:00,28
2021-02-01 00:00:00,24
2021-05-01 00:00:00,28
2021-06-01 00:00:00,26
2021-07-01 00:00:00,46
2021-08-01 00:00:00,21
2021-09-01 00:00:00,19
2021-11-01 00:00:00,33
2021-12-01 00:00:00,25
2022-03-01 00:00:00,13
2022-04-01 00:00:00,33
2022-05-01 00:00:00,25
2022-06-01 00:00:00,18
2022-07-01 00:00:00,16
2022-08-01 00:00:00,27
2022-09-01 00:00:00,22
2022-11-01 00:00:00,37
2022-12-01 00:00:00,42
