,MVT_GT_Omaha NE
2015-01-01 00:00:00,98
2015-03-01 00:00:00,20
2015-07-01 00:00:00,34
2015-08-01 00:00:00,22
2015-09-01 00:00:00,39
2015-11-01 00:00:00,46
2015-12-01 00:00:00,23
2016-04-01 00:00:00,53
2016-08-01 00:00:00,40
2016-09-01 00:00:00,27
2016-11-01 00:00:00,35
2017-01-01 00:00:00,25
2017-04-01 00:00:00,42
2017-07-01 00:00:00,23
2017-09-01 00:00:00,56
2017-10-01 00:00:00,17
2017-11-01 00:00:00,15
2018-01-01 00:00:00,57
2018-02-01 00:00:00,33
2018-04-01 00:00:00,50
2018-05-01 00:00:00,43
2018-06-01 00:00:00,31
2018-09-01 00:00:00,24
2018-10-01 00:00:00,46
2019-04-01 00:00:00,17
2019-05-01 00:00:00,59
2019-07-01 00:00:00,43
2019-09-01 00:00:00,25
2019-11-01 00:00:00,51
2019-12-01 00:00:00,32
2020-02-01 00:00:00,53
2020-04-01 00:00:00,13
2020-05-01 00:00:00,31
2020-06-01 00:00:00,39
2020-08-01 00:00:00,19
2020-09-01 00:00:00,34
2020-10-01 00:00:00,17
2020-12-01 00:00:00,100
2021-02-01 00:00:00,29
2021-03-01 00:00:00,15
2021-04-01 00:00:00,25
2021-05-01 00:00:00,25
2021-10-01 00:00:00,45
2021-11-01 00:00:00,16
2021-12-01 00:00:00,67
2022-02-01 00:00:00,47
2022-03-01 00:00:00,44
2022-04-01 00:00:00,38
2022-05-01 00:00:00,36
2022-08-01 00:00:00,37
2022-09-01 00:00:00,50
2022-10-01 00:00:00,31
2022-11-01 00:00:00,37
2022-12-01 00:00:00,98
