,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,8
2015-03-01 00:00:00,26
2015-05-01 00:00:00,17
2015-06-01 00:00:00,43
2015-07-01 00:00:00,100
2015-10-01 00:00:00,21
2015-12-01 00:00:00,33
2016-01-01 00:00:00,44
2016-05-01 00:00:00,16
2016-06-01 00:00:00,39
2016-07-01 00:00:00,51
2016-09-01 00:00:00,22
2016-11-01 00:00:00,19
2016-12-01 00:00:00,24
2017-01-01 00:00:00,49
2017-05-01 00:00:00,22
2017-06-01 00:00:00,44
2017-07-01 00:00:00,17
2017-08-01 00:00:00,42
2017-10-01 00:00:00,27
2017-11-01 00:00:00,15
2017-12-01 00:00:00,18
2018-01-01 00:00:00,17
2018-02-01 00:00:00,23
2018-03-01 00:00:00,30
2018-04-01 00:00:00,23
2018-05-01 00:00:00,22
2018-06-01 00:00:00,16
2018-08-01 00:00:00,18
2018-09-01 00:00:00,17
2018-12-01 00:00:00,14
2019-01-01 00:00:00,30
2019-03-01 00:00:00,12
2019-04-01 00:00:00,24
2019-05-01 00:00:00,53
2019-06-01 00:00:00,17
2019-08-01 00:00:00,16
2019-12-01 00:00:00,39
2020-01-01 00:00:00,21
2020-02-01 00:00:00,15
2020-03-01 00:00:00,23
2020-04-01 00:00:00,33
2020-05-01 00:00:00,16
2020-06-01 00:00:00,27
2020-08-01 00:00:00,15
2020-11-01 00:00:00,33
2021-02-01 00:00:00,40
2021-07-01 00:00:00,39
2021-08-01 00:00:00,37
2021-09-01 00:00:00,20
2021-11-01 00:00:00,15
2022-01-01 00:00:00,21
2022-02-01 00:00:00,11
2022-03-01 00:00:00,31
2022-04-01 00:00:00,21
2022-05-01 00:00:00,22
2022-08-01 00:00:00,19
2022-09-01 00:00:00,21
2022-10-01 00:00:00,19
2022-11-01 00:00:00,50
2022-12-01 00:00:00,22
