,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,33
2016-02-01 00:00:00,21
2016-03-01 00:00:00,22
2016-05-01 00:00:00,66
2016-06-01 00:00:00,43
2016-07-01 00:00:00,37
2016-11-01 00:00:00,30
2016-12-01 00:00:00,28
2017-02-01 00:00:00,28
2017-04-01 00:00:00,23
2017-06-01 00:00:00,26
2017-07-01 00:00:00,100
2017-09-01 00:00:00,68
2017-10-01 00:00:00,26
2018-04-01 00:00:00,21
2018-05-01 00:00:00,72
2018-06-01 00:00:00,78
2018-07-01 00:00:00,16
2018-08-01 00:00:00,26
2018-09-01 00:00:00,19
2018-10-01 00:00:00,41
2018-11-01 00:00:00,50
2018-12-01 00:00:00,25
2019-02-01 00:00:00,27
2019-07-01 00:00:00,52
2019-10-01 00:00:00,22
2019-11-01 00:00:00,42
2019-12-01 00:00:00,38
2020-01-01 00:00:00,52
2020-03-01 00:00:00,38
2020-04-01 00:00:00,14
2020-06-01 00:00:00,22
2020-07-01 00:00:00,35
2020-08-01 00:00:00,42
2020-11-01 00:00:00,62
2021-03-01 00:00:00,25
2021-04-01 00:00:00,39
2021-05-01 00:00:00,29
2021-07-01 00:00:00,28
2021-09-01 00:00:00,43
2021-10-01 00:00:00,22
2021-11-01 00:00:00,47
2021-12-01 00:00:00,36
2022-02-01 00:00:00,34
2022-03-01 00:00:00,39
2022-04-01 00:00:00,38
2022-05-01 00:00:00,35
2022-08-01 00:00:00,21
2022-09-01 00:00:00,39
2022-12-01 00:00:00,34
