,MVT_GT_Norfolk-Portsmouth-Newport News VA
2015-01-01 00:00:00,23
2015-02-01 00:00:00,31
2015-03-01 00:00:00,35
2015-05-01 00:00:00,38
2015-06-01 00:00:00,36
2015-07-01 00:00:00,55
2015-10-01 00:00:00,26
2015-12-01 00:00:00,67
2016-01-01 00:00:00,23
2016-02-01 00:00:00,73
2016-03-01 00:00:00,36
2016-04-01 00:00:00,29
2016-05-01 00:00:00,28
2016-06-01 00:00:00,22
2016-08-01 00:00:00,22
2016-09-01 00:00:00,18
2016-11-01 00:00:00,41
2016-12-01 00:00:00,45
2017-01-01 00:00:00,36
2017-02-01 00:00:00,36
2017-03-01 00:00:00,42
2017-08-01 00:00:00,29
2017-09-01 00:00:00,32
2017-10-01 00:00:00,47
2017-11-01 00:00:00,27
2017-12-01 00:00:00,42
2018-01-01 00:00:00,15
2018-02-01 00:00:00,36
2018-03-01 00:00:00,78
2018-04-01 00:00:00,16
2018-05-01 00:00:00,22
2018-06-01 00:00:00,34
2018-07-01 00:00:00,27
2018-08-01 00:00:00,34
2018-10-01 00:00:00,34
2019-01-01 00:00:00,26
2019-02-01 00:00:00,40
2019-03-01 00:00:00,29
2019-04-01 00:00:00,34
2019-06-01 00:00:00,41
2019-07-01 00:00:00,20
2019-08-01 00:00:00,57
2019-09-01 00:00:00,32
2019-11-01 00:00:00,42
2019-12-01 00:00:00,38
2020-01-01 00:00:00,22
2020-02-01 00:00:00,33
2020-03-01 00:00:00,50
2020-05-01 00:00:00,22
2020-07-01 00:00:00,13
2020-08-01 00:00:00,38
2020-09-01 00:00:00,27
2020-10-01 00:00:00,22
2020-12-01 00:00:00,54
2021-01-01 00:00:00,24
2021-02-01 00:00:00,58
2021-04-01 00:00:00,19
2021-05-01 00:00:00,66
2021-06-01 00:00:00,18
2021-07-01 00:00:00,34
2021-08-01 00:00:00,38
2021-09-01 00:00:00,31
2021-10-01 00:00:00,22
2021-11-01 00:00:00,42
2021-12-01 00:00:00,100
2022-01-01 00:00:00,48
2022-02-01 00:00:00,28
2022-05-01 00:00:00,36
2022-06-01 00:00:00,77
2022-07-01 00:00:00,78
2022-08-01 00:00:00,47
2022-10-01 00:00:00,46
2022-11-01 00:00:00,53
2022-12-01 00:00:00,53
